solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverFailures, SolverMemOut, SolverNodes, SolverSatisfiable, SolverTimeOut, SolverTotalTime, TotalTime
kissat, 004, -078, 351, 0, 0, 0, 0.17, NA, 0, 0, 0, 0, 0.00, 0.17
or-tools, 004, -078, NA, NA, 0, 0, 0.095, 0, NA, NA, 0, 0, 0.014, 0.109
chuffed, 004, -079, NA, NA, 0, 0, 0.38, 0, NA, 0, 0, 0, 0.008, 0.388
kissat, 004, -079, 351, 0, 0, 0, 0.162, NA, 0, 0, 0, 0, 0.00, 0.162
or-tools, 004, -079, NA, NA, 0, 0, 0.097, 0, NA, NA, 0, 0, 0.014, 0.111
chuffed, 004, -080, NA, NA, 0, 0, 0.338, 0, NA, 0, 0, 0, 0.007, 0.34500000000000003
kissat, 004, -080, 351, 0, 0, 0, 0.167, NA, 0, 0, 0, 0, 0.00, 0.167
or-tools, 004, -080, NA, NA, 0, 0, 0.104, 0, NA, NA, 0, 0, 0.015, 0.119
chuffed, 004, -081, NA, NA, 0, 0, 0.336, 0, NA, 0, 0, 0, 0.007, 0.343
kissat, 004, -081, 351, 0, 0, 0, 0.17, NA, 0, 0, 0, 0, 0.00, 0.17
or-tools, 004, -081, NA, NA, 0, 0, 0.116, 0, NA, NA, 0, 0, 0.019, 0.135
chuffed, 004, -082, NA, NA, 0, 0, 0.215, 0, NA, 0, 0, 0, 0.006, 0.221
kissat, 004, -082, 351, 0, 0, 0, 0.148, NA, 0, 0, 0, 0, 0.00, 0.148
or-tools, 004, -082, NA, NA, 0, 0, 0.12, 0, NA, NA, 0, 0, 0.015, 0.135
chuffed, 004, -083, NA, NA, 0, 0, 0.314, 0, NA, 0, 0, 0, 0.007, 0.321
kissat, 004, -083, 351, 0, 0, 0, 0.151, NA, 0, 0, 0, 0, 0.00, 0.151
or-tools, 004, -083, NA, NA, 0, 0, 0.121, 0, NA, NA, 0, 0, 0.017, 0.138
chuffed, 004, -084, NA, NA, 0, 0, 0.288, 0, NA, 0, 0, 0, 0.007, 0.295
kissat, 004, -084, 351, 0, 0, 0, 0.156, NA, 0, 0, 0, 0, 0.00, 0.156
or-tools, 004, -084, NA, NA, 0, 0, 0.125, 0, NA, NA, 0, 0, 0.015, 0.14
chuffed, 004, -085, NA, NA, 0, 0, 0.221, 0, NA, 0, 0, 0, 0.007, 0.228
kissat, 004, -085, 351, 0, 0, 0, 0.164, NA, 0, 0, 0, 0, 0.00, 0.164
or-tools, 004, -085, NA, NA, 0, 0, 0.123, 0, NA, NA, 0, 0, 0.019, 0.142
chuffed, 004, -086, NA, NA, 0, 0, 0.269, 0, NA, 0, 0, 0, 0.006, 0.275
kissat, 004, -086, 351, 0, 0, 0, 0.154, NA, 0, 0, 0, 0, 0.00, 0.154
or-tools, 004, -086, NA, NA, 0, 0, 0.121, 0, NA, NA, 0, 0, 0.016, 0.137
chuffed, 004, -087, NA, NA, 0, 0, 0.307, 0, NA, 0, 0, 0, 0.007, 0.314
kissat, 004, -087, 351, 0, 0, 0, 0.152, NA, 0, 0, 0, 0, 0.00, 0.152
or-tools, 004, -087, NA, NA, 0, 0, 0.128, 0, NA, NA, 0, 0, 0.015, 0.14300000000000002
chuffed, 004, -088, NA, NA, 0, 0, 0.374, 0, NA, 0, 0, 0, 0.008, 0.382
kissat, 004, -088, 351, 0, 0, 0, 0.158, NA, 0, 0, 0, 0, 0.00, 0.158
or-tools, 004, -088, NA, NA, 0, 0, 0.118, 0, NA, NA, 0, 0, 0.015, 0.133
chuffed, 004, -089, NA, NA, 0, 0, 0.282, 0, NA, 0, 0, 0, 0.008, 0.29
kissat, 004, -089, 351, 0, 0, 0, 0.15, NA, 0, 0, 0, 0, 0.00, 0.15
or-tools, 004, -089, NA, NA, 0, 0, 0.124, 0, NA, NA, 0, 0, 0.018, 0.142
chuffed, 004, -090, NA, NA, 0, 0, 0.254, 0, NA, 0, 0, 0, 0.007, 0.261
kissat, 004, -090, 351, 0, 0, 0, 0.138, NA, 0, 0, 0, 0, 0.00, 0.138
or-tools, 004, -090, NA, NA, 0, 0, 0.129, 0, NA, NA, 0, 0, 0.015, 0.14400000000000002
chuffed, 004, -091, NA, NA, 0, 0, 0.259, 0, NA, 0, 0, 0, 0.006, 0.265
kissat, 004, -091, 351, 0, 0, 0, 0.163, NA, 0, 0, 0, 0, 0.00, 0.163
or-tools, 004, -091, NA, NA, 0, 0, 0.123, 0, NA, NA, 0, 0, 0.015, 0.138
chuffed, 004, -092, NA, NA, 0, 0, 0.318, 0, NA, 0, 0, 0, 0.008, 0.326
kissat, 004, -092, 351, 0, 0, 0, 0.136, NA, 0, 0, 0, 0, 0.00, 0.136
or-tools, 004, -092, NA, NA, 0, 0, 0.121, 0, NA, NA, 0, 0, 0.015, 0.136
chuffed, 004, -093, NA, NA, 0, 0, 0.34, 0, NA, 0, 0, 0, 0.008, 0.34800000000000003
kissat, 004, -093, 351, 0, 0, 0, 0.184, NA, 0, 0, 0, 0, 0.00, 0.184
or-tools, 004, -093, NA, NA, 0, 0, 0.125, 0, NA, NA, 0, 0, 0.015, 0.14
chuffed, 004, -094, NA, NA, 0, 0, 0.296, 0, NA, 0, 0, 0, 0.007, 0.303
kissat, 004, -094, 351, 0, 0, 0, 0.199, NA, 0, 0, 0, 0, 0.00, 0.199
or-tools, 004, -094, NA, NA, 0, 0, 0.13, 0, NA, NA, 0, 0, 0.015, 0.14500000000000002
chuffed, 004, -095, NA, NA, 0, 0, 0.342, 0, NA, 0, 0, 0, 0.009, 0.35100000000000003
kissat, 004, -095, 351, 0, 0, 0, 0.194, NA, 0, 0, 0, 0, 0.00, 0.194
or-tools, 004, -095, NA, NA, 0, 0, 0.123, 0, NA, NA, 0, 0, 0.015, 0.138
chuffed, 004, -096, NA, NA, 0, 0, 0.453, 0, NA, 0, 0, 0, 0.008, 0.461
kissat, 004, -096, 351, 0, 0, 0, 0.142, NA, 0, 0, 0, 0, 0.00, 0.142
or-tools, 004, -096, NA, NA, 0, 0, 0.127, 0, NA, NA, 0, 0, 0.015, 0.14200000000000002
chuffed, 004, -097, NA, NA, 0, 0, 0.35, 0, NA, 0, 0, 0, 0.01, 0.36
kissat, 004, -097, 351, 0, 0, 0, 0.171, NA, 0, 0, 0, 0, 0.00, 0.171
or-tools, 004, -097, NA, NA, 0, 0, 0.127, 0, NA, NA, 0, 0, 0.017, 0.14400000000000002
chuffed, 004, -098, NA, NA, 0, 0, 0.248, 0, NA, 0, 0, 0, 0.007, 0.255
kissat, 004, -098, 351, 0, 0, 0, 0.283, NA, 0, 0, 0, 0, 0.00, 0.283
or-tools, 004, -098, NA, NA, 0, 0, 0.128, 0, NA, NA, 0, 0, 0.018, 0.146
chuffed, 004, -099, NA, NA, 0, 0, 0.294, 0, NA, 0, 0, 0, 0.008, 0.302
kissat, 004, -099, 351, 0, 0, 0, 0.293, NA, 0, 0, 0, 0, 0.00, 0.293
or-tools, 004, -099, NA, NA, 0, 0, 0.122, 0, NA, NA, 0, 0, 0.017, 0.139
chuffed, 004, -100, NA, NA, 0, 0, 0.457, 0, NA, 0, 0, 0, 0.007, 0.464
kissat, 004, -100, 351, 0, 0, 0, 0.231, NA, 0, 0, 0, 0, 0.00, 0.231
or-tools, 004, -100, NA, NA, 0, 0, 0.121, 0, NA, NA, 0, 0, 0.02, 0.141
chuffed, 004, 0000, NA, NA, 0, 0, 0.264, 0, NA, 0, 0, 0, 0.008, 0.272
kissat, 004, 0000, 351, 0, 0, 0, 0.249, NA, 0, 0, 0, 0, 0.00, 0.249
or-tools, 004, 0000, NA, NA, 0, 0, 0.255, 2096, NA, NA, 0, 0, 0.573, 0.828
chuffed, 004, 0001, NA, NA, 0, 0, 0.424, 0, NA, 0, 0, 0, 0.008, 0.432
kissat, 004, 0001, 351, 0, 0, 0, 0.222, NA, 0, 0, 0, 0, 0.00, 0.222
or-tools, 004, 0001, NA, NA, 0, 0, 0.266, 3924, NA, NA, 0, 0, 0.657, 0.923
chuffed, 004, 0002, NA, NA, 0, 0, 0.424, 0, NA, 0, 0, 0, 0.039, 0.46299999999999997
kissat, 004, 0002, 351, 0, 0, 0, 0.233, NA, 0, 0, 0, 0, 0.00, 0.233
or-tools, 004, 0002, NA, NA, 0, 0, 0.256, 4021, NA, NA, 0, 0, 0.669, 0.925
chuffed, 004, 0003, NA, NA, 0, 0, 0.344, 0, NA, 0, 0, 0, 0.007, 0.351
kissat, 004, 0003, 532129, 9002, 0, 0, 2.376, NA, 0, 847543, 1, 0, 80.08, 82.456
or-tools, 004, 0003, NA, NA, 0, 0, 0.271, 431488, NA, NA, 1, 0, 53.082, 53.353
chuffed, 004, 0004, NA, NA, 0, 0, 0.371, 0, NA, 0, 0, 0, 0.008, 0.379
kissat, 004, 0004, 351, 0, 0, 0, 0.217, NA, 0, 0, 0, 0, 0.00, 0.217
or-tools, 004, 0004, NA, NA, 0, 0, 0.27, 3286, NA, NA, 0, 0, 0.613, 0.883
chuffed, 004, 0005, NA, NA, 0, 0, 0.29, 0, NA, 0, 0, 0, 0.007, 0.297
kissat, 004, 0005, 351, 0, 0, 0, 0.234, NA, 0, 0, 0, 0, 0.00, 0.234
or-tools, 004, 0005, NA, NA, 0, 0, 0.269, 5546, NA, NA, 0, 0, 0.743, 1.012
chuffed, 004, 0006, NA, NA, 0, 0, 0.326, 0, NA, 0, 0, 0, 0.007, 0.333
kissat, 004, 0006, 351, 0, 0, 0, 0.218, NA, 0, 0, 0, 0, 0.00, 0.218
or-tools, 004, 0006, NA, NA, 0, 0, 0.246, 4160, NA, NA, 0, 0, 0.617, 0.863
chuffed, 004, 0007, NA, NA, 0, 0, 0.371, 0, NA, 0, 0, 0, 0.008, 0.379
kissat, 004, 0007, 351, 0, 0, 0, 0.213, NA, 0, 0, 0, 0, 0.00, 0.213
or-tools, 004, 0007, NA, NA, 0, 0, 0.28, 4180, NA, NA, 0, 0, 0.645, 0.925
chuffed, 004, 0008, NA, NA, 0, 0, 0.333, 0, NA, 0, 0, 0, 0.013, 0.34600000000000003
kissat, 004, 0008, 351, 0, 0, 0, 0.199, NA, 0, 0, 0, 0, 0.00, 0.199
or-tools, 004, 0008, NA, NA, 0, 0, 0.275, 3240, NA, NA, 0, 0, 0.564, 0.839
chuffed, 004, 0009, NA, NA, 0, 0, 0.271, 0, NA, 0, 0, 0, 0.007, 0.278
kissat, 004, 0009, 351, 0, 0, 0, 0.198, NA, 0, 0, 0, 0, 0.00, 0.198
or-tools, 004, 0009, NA, NA, 0, 0, 0.259, 710, NA, NA, 0, 0, 0.345, 0.604
chuffed, 004, 0010, NA, NA, 0, 0, 0.449, 0, NA, 0, 0, 0, 0.013, 0.462
kissat, 004, 0010, 344, 0, 0, 0, 0.32, NA, 0, 0, 0, 0, 0.00, 0.32
or-tools, 004, 0010, NA, NA, 0, 0, 0.246, 553, NA, NA, 0, 0, 0.324, 0.5700000000000001
chuffed, 004, 0011, NA, NA, 0, 0, 0.349, 0, NA, 0, 0, 0, 0.007, 0.356
kissat, 004, 0011, 351, 0, 0, 0, 0.209, NA, 0, 0, 0, 0, 0.00, 0.209
or-tools, 004, 0011, NA, NA, 0, 0, 0.285, 510, NA, NA, 0, 0, 0.312, 0.597
chuffed, 004, 0012, NA, NA, 0, 0, 0.363, 0, NA, 0, 0, 0, 0.006, 0.369
kissat, 004, 0012, 351, 0, 0, 0, 0.197, NA, 0, 0, 0, 0, 0.00, 0.197
or-tools, 004, 0012, NA, NA, 0, 0, 0.28, 1026, NA, NA, 0, 0, 0.333, 0.613
chuffed, 004, 0013, NA, NA, 0, 0, 0.381, 0, NA, 0, 0, 0, 0.008, 0.389
kissat, 004, 0013, 351, 0, 0, 0, 0.197, NA, 0, 0, 0, 0, 0.00, 0.197
or-tools, 004, 0013, NA, NA, 0, 0, 0.268, 595, NA, NA, 0, 0, 0.299, 0.567
chuffed, 004, 0014, NA, NA, 0, 0, 0.637, 14447855, NA, 15968971, 0, 0, 1934.932, 1935.569
kissat, 004, 0014, 456270, 8602, 0, 0, 2.132, NA, 0, 7505887, 0, 0, 1246.28, 1248.412
or-tools, 004, 0014, NA, NA, 0, 0, 0.208, 285, NA, NA, 0, 0, 0.173, 0.381
chuffed, 004, 0015, NA, NA, 0, 0, 1.019, 2939345, NA, 3294359, 0, 0, 374.855, 375.874
kissat, 004, 0015, 448099, 8544, 0, 0, 2.168, NA, 0, 2009686, 0, 0, 325.62, 327.788
or-tools, 004, 0015, NA, NA, 0, 0, 0.167, 354, NA, NA, 0, 0, 0.203, 0.37
chuffed, 004, 0016, NA, NA, 0, 0, 0.95, 1053828, NA, 1185459, 0, 0, 126.832, 127.782
kissat, 004, 0016, 439849, 8486, 0, 0, 2.524, NA, 0, 323142, 0, 0, 44.25, 46.774
or-tools, 004, 0016, NA, NA, 0, 0, 0.158, 30, NA, NA, 0, 0, 0.179, 0.33699999999999997
chuffed, 004, 0017, NA, NA, 0, 0, 0.559, 303738, NA, 342143, 0, 0, 31.884, 32.443
kissat, 004, 0017, 423712, 8360, 0, 0, 2.187, NA, 0, 168182, 0, 0, 22.43, 24.617
or-tools, 004, 0017, NA, NA, 0, 0, 0.164, 2, NA, NA, 0, 0, 0.156, 0.32
chuffed, 004, 0018, NA, NA, 0, 0, 0.503, 133898, NA, 153511, 0, 0, 17.772, 18.275
kissat, 004, 0018, 408004, 8243, 0, 0, 1.886, NA, 0, 70517, 0, 0, 11.50, 13.386
or-tools, 004, 0018, NA, NA, 0, 0, 0.175, 1, NA, NA, 0, 0, 0.145, 0.31999999999999995
chuffed, 004, 0019, NA, NA, 0, 0, 0.997, 76337, NA, 85120, 0, 0, 9.685, 10.682
kissat, 004, 0019, 374417, 7925, 0, 0, 2.402, NA, 0, 43000, 0, 0, 6.36, 8.762
or-tools, 004, 0019, NA, NA, 0, 0, 0.199, 1, NA, NA, 0, 0, 0.19, 0.389
chuffed, 004, 0020, NA, NA, 0, 0, 0.932, 16403, NA, 18334, 0, 0, 1.442, 2.374
kissat, 004, 0020, 328801, 7447, 0, 0, 2.001, NA, 0, 14560, 0, 0, 3.12, 5.121
or-tools, 004, 0020, NA, NA, 0, 0, 0.22, 0, NA, NA, 0, 0, 0.255, 0.475
chuffed, 004, 0021, NA, NA, 0, 0, 1.033, 1832, NA, 2128, 0, 0, 0.150, 1.1829999999999998
kissat, 004, 0021, 241495, 6377, 0, 0, 1.688, NA, 0, 4011, 0, 0, 0.41, 2.098
or-tools, 004, 0021, NA, NA, 0, 0, 0.21, 0, NA, NA, 0, 0, 0.247, 0.45699999999999996
chuffed, 004, 0022, NA, NA, 0, 0, 0.839, 346, NA, 376, 0, 0, 0.028, 0.867
kissat, 004, 0022, 105230, 4208, 0, 0, 1.489, NA, 0, 534, 0, 0, 0.07, 1.5590000000000002
or-tools, 004, 0022, NA, NA, 0, 0, 0.249, 1, NA, NA, 0, 0, 0.141, 0.39
chuffed, 004, 0023, NA, NA, 0, 0, 1.038, 0, NA, 0, 0, 0, 0.019, 1.057
kissat, 004, 0023, 39, 0, 0, 0, 0.987, NA, 0, 0, 0, 0, 0.00, 0.987
or-tools, 004, 0023, NA, NA, 0, 0, 0.216, 0, NA, NA, 0, 0, 0.014, 0.23
chuffed, 004, 0024, NA, NA, 0, 0, 0.543, 0, NA, 0, 0, 0, 0.005, 0.548
kissat, 004, 0024, 39, 0, 0, 0, 0.774, NA, 0, 0, 0, 0, 0.00, 0.774
or-tools, 004, 0024, NA, NA, 0, 0, 0.211, 0, NA, NA, 0, 0, 0.015, 0.22599999999999998
chuffed, 004, 0025, NA, NA, 0, 0, 0.978, 0, NA, 0, 0, 0, 0.017, 0.995
kissat, 004, 0025, 39, 0, 0, 0, 0.832, NA, 0, 0, 0, 0, 0.00, 0.832
or-tools, 004, 0025, NA, NA, 0, 0, 0.194, 0, NA, NA, 0, 0, 0.013, 0.20700000000000002
chuffed, 004, 0026, NA, NA, 0, 0, 0.866, 0, NA, 0, 0, 0, 0.077, 0.943
kissat, 004, 0026, 39, 0, 0, 0, 0.999, NA, 0, 0, 0, 0, 0.00, 0.999
or-tools, 004, 0026, NA, NA, 0, 0, 0.214, 0, NA, NA, 0, 0, 0.016, 0.22999999999999998
chuffed, 004, 0027, NA, NA, 0, 0, 0.833, 0, NA, 0, 0, 0, 0.011, 0.844
kissat, 004, 0027, 39, 0, 0, 0, 0.905, NA, 0, 0, 0, 0, 0.00, 0.905
or-tools, 004, 0027, NA, NA, 0, 0, 0.209, 0, NA, NA, 0, 0, 0.016, 0.22499999999999998
chuffed, 004, 0028, NA, NA, 0, 0, 0.526, 0, NA, 0, 0, 0, 0.017, 0.543
kissat, 004, 0028, 39, 0, 0, 0, 0.983, NA, 0, 0, 0, 0, 0.00, 0.983
or-tools, 004, 0028, NA, NA, 0, 0, 0.203, 0, NA, NA, 0, 0, 0.016, 0.21900000000000003
chuffed, 004, 0029, NA, NA, 0, 0, 0.759, 0, NA, 0, 0, 0, 0.006, 0.765
kissat, 004, 0029, 39, 0, 0, 0, 0.793, NA, 0, 0, 0, 0, 0.00, 0.793
or-tools, 004, 0029, NA, NA, 0, 0, 0.214, 0, NA, NA, 0, 0, 0.017, 0.23099999999999998
chuffed, 004, 0030, NA, NA, 0, 0, 0.474, 0, NA, 0, 0, 0, 0.006, 0.48
kissat, 004, 0030, 39, 0, 0, 0, 0.82, NA, 0, 0, 0, 0, 0.00, 0.82
or-tools, 004, 0030, NA, NA, 0, 0, 0.207, 0, NA, NA, 0, 0, 0.017, 0.22399999999999998
chuffed, 004, 0031, NA, NA, 0, 0, 0.743, 0, NA, 0, 0, 0, 0.011, 0.754
kissat, 004, 0031, 39, 0, 0, 0, 0.717, NA, 0, 0, 0, 0, 0.00, 0.717
or-tools, 004, 0031, NA, NA, 0, 0, 0.213, 0, NA, NA, 0, 0, 0.014, 0.227
chuffed, 004, 0032, NA, NA, 0, 0, 0.824, 0, NA, 0, 0, 0, 0.01, 0.834
kissat, 004, 0032, 39, 0, 0, 0, 0.622, NA, 0, 0, 0, 0, 0.00, 0.622
or-tools, 004, 0032, NA, NA, 0, 0, 0.203, 0, NA, NA, 0, 0, 0.015, 0.21800000000000003
chuffed, 004, 0033, NA, NA, 0, 0, 0.798, 0, NA, 0, 0, 0, 0.005, 0.803
kissat, 004, 0033, 39, 0, 0, 0, 0.846, NA, 0, 0, 0, 0, 0.00, 0.846
or-tools, 004, 0033, NA, NA, 0, 0, 0.222, 0, NA, NA, 0, 0, 0.014, 0.23600000000000002
chuffed, 004, 0034, NA, NA, 0, 0, 0.415, 0, NA, 0, 0, 0, 0.007, 0.422
kissat, 004, 0034, 39, 0, 0, 0, 0.916, NA, 0, 0, 0, 0, 0.00, 0.916
or-tools, 004, 0034, NA, NA, 0, 0, 0.2, 0, NA, NA, 0, 0, 0.014, 0.21400000000000002
chuffed, 004, 0035, NA, NA, 0, 0, 0.809, 0, NA, 0, 0, 0, 0.006, 0.8150000000000001
kissat, 004, 0035, 39, 0, 0, 0, 0.532, NA, 0, 0, 0, 0, 0.00, 0.532
or-tools, 004, 0035, NA, NA, 0, 0, 0.203, 0, NA, NA, 0, 0, 0.012, 0.21500000000000002
chuffed, 004, 0036, NA, NA, 0, 0, 0.706, 0, NA, 0, 0, 0, 0.007, 0.713
kissat, 004, 0036, 39, 0, 0, 0, 0.692, NA, 0, 0, 0, 0, 0.00, 0.692
or-tools, 004, 0036, NA, NA, 0, 0, 0.193, 0, NA, NA, 0, 0, 0.013, 0.20600000000000002
chuffed, 004, 0037, NA, NA, 0, 0, 0.851, 0, NA, 0, 0, 0, 0.024, 0.875
kissat, 004, 0037, 39, 0, 0, 0, 1.199, NA, 0, 0, 0, 0, 0.00, 1.199
or-tools, 004, 0037, NA, NA, 0, 0, 0.208, 0, NA, NA, 0, 0, 0.015, 0.22299999999999998
chuffed, 004, 0038, NA, NA, 0, 0, 0.482, 0, NA, 0, 0, 0, 0.006, 0.488
kissat, 004, 0038, 39, 0, 0, 0, 0.77, NA, 0, 0, 0, 0, 0.00, 0.77
or-tools, 004, 0038, NA, NA, 0, 0, 0.193, 0, NA, NA, 0, 0, 0.013, 0.20600000000000002
chuffed, 004, 0039, NA, NA, 0, 0, 0.615, 0, NA, 0, 0, 0, 0.006, 0.621
kissat, 004, 0039, 39, 0, 0, 0, 0.917, NA, 0, 0, 0, 0, 0.00, 0.917
or-tools, 004, 0039, NA, NA, 0, 0, 0.181, 0, NA, NA, 0, 0, 0.014, 0.195
chuffed, 004, 0040, NA, NA, 0, 0, 0.649, 0, NA, 0, 0, 0, 0.005, 0.654
kissat, 004, 0040, 39, 0, 0, 0, 1.132, NA, 0, 0, 0, 0, 0.00, 1.132
or-tools, 004, 0040, NA, NA, 0, 0, 0.184, 0, NA, NA, 0, 0, 0.012, 0.196
chuffed, 004, 0041, NA, NA, 0, 0, 0.85, 0, NA, 0, 0, 0, 0.006, 0.856
kissat, 004, 0041, 39, 0, 0, 0, 1.037, NA, 0, 0, 0, 0, 0.00, 1.037
or-tools, 004, 0041, NA, NA, 0, 0, 0.18, 0, NA, NA, 0, 0, 0.012, 0.192
chuffed, 004, 0042, NA, NA, 0, 0, 0.608, 0, NA, 0, 0, 0, 0.005, 0.613
kissat, 004, 0042, 39, 0, 0, 0, 0.834, NA, 0, 0, 0, 0, 0.00, 0.834
or-tools, 004, 0042, NA, NA, 0, 0, 0.176, 0, NA, NA, 0, 0, 0.011, 0.187
chuffed, 004, 0043, NA, NA, 0, 0, 0.633, 0, NA, 0, 0, 0, 0.007, 0.64
kissat, 004, 0043, 39, 0, 0, 0, 0.725, NA, 0, 0, 0, 0, 0.00, 0.725
or-tools, 004, 0043, NA, NA, 0, 0, 0.15, 0, NA, NA, 0, 0, 0.009, 0.159
chuffed, 004, 0044, NA, NA, 0, 0, 0.907, 0, NA, 0, 0, 0, 0.005, 0.912
kissat, 004, 0044, 39, 0, 0, 0, 0.712, NA, 0, 0, 0, 0, 0.00, 0.712
or-tools, 004, 0044, NA, NA, 0, 0, 0.167, 0, NA, NA, 0, 0, 0.015, 0.182
chuffed, 004, 0045, NA, NA, 0, 0, 0.645, 0, NA, 0, 0, 0, 0.007, 0.652
kissat, 004, 0045, 39, 0, 0, 0, 0.804, NA, 0, 0, 0, 0, 0.00, 0.804
or-tools, 004, 0045, NA, NA, 0, 0, 0.146, 0, NA, NA, 0, 0, 0.01, 0.156
chuffed, 004, 0046, NA, NA, 0, 0, 0.536, 0, NA, 0, 0, 0, 0.006, 0.542
kissat, 004, 0046, 43, 6, 0, 0, 0.708, NA, 0, 0, 0, 0, 0.00, 0.708
or-tools, 004, 0046, NA, NA, 0, 0, 0.169, 0, NA, NA, 0, 0, 0.012, 0.18100000000000002
chuffed, 004, 0047, NA, NA, 0, 0, 0.857, 0, NA, 0, 0, 0, 0.008, 0.865
kissat, 004, 0047, 40, 3, 0, 0, 0.755, NA, 0, 0, 0, 0, 0.00, 0.755
or-tools, 004, 0047, NA, NA, 0, 0, 0.14, 0, NA, NA, 0, 0, 0.012, 0.15200000000000002
chuffed, 004, 0048, NA, NA, 0, 0, 0.388, 0, NA, 0, 0, 0, 0.07, 0.458
kissat, 004, 0048, 38, 0, 0, 0, 0.794, NA, 0, 0, 0, 0, 0.00, 0.794
or-tools, 004, 0048, NA, NA, 0, 0, 0.166, 0, NA, NA, 0, 0, 0.014, 0.18000000000000002
chuffed, 004, 0049, NA, NA, 0, 0, 0.679, 0, NA, 0, 0, 0, 0.011, 0.6900000000000001
kissat, 004, 0049, 39, 0, 0, 0, 0.726, NA, 0, 0, 0, 0, 0.00, 0.726
or-tools, 004, 0049, NA, NA, 0, 0, 0.18, 0, NA, NA, 0, 0, 0.016, 0.196
chuffed, 004, 0050, NA, NA, 0, 0, 0.752, 0, NA, 0, 0, 0, 0.006, 0.758
kissat, 004, 0050, 39, 0, 0, 0, 0.561, NA, 0, 0, 0, 0, 0.00, 0.561
or-tools, 004, 0050, NA, NA, 0, 0, 0.17, 0, NA, NA, 0, 0, 0.015, 0.185
chuffed, 004, 0051, NA, NA, 0, 0, 0.642, 0, NA, 0, 0, 0, 0.006, 0.648
kissat, 004, 0051, 39, 0, 0, 0, 0.596, NA, 0, 0, 0, 0, 0.00, 0.596
or-tools, 004, 0051, NA, NA, 0, 0, 0.151, 0, NA, NA, 0, 0, 0.015, 0.16599999999999998
chuffed, 004, 0052, NA, NA, 0, 0, 0.624, 0, NA, 0, 0, 0, 0.005, 0.629
kissat, 004, 0052, 39, 0, 0, 0, 0.551, NA, 0, 0, 0, 0, 0.00, 0.551
or-tools, 004, 0052, NA, NA, 0, 0, 0.16, 0, NA, NA, 0, 0, 0.017, 0.177
chuffed, 004, 0053, NA, NA, 0, 0, 0.653, 0, NA, 0, 0, 0, 0.007, 0.66
kissat, 004, 0053, 39, 0, 0, 0, 0.253, NA, 0, 0, 0, 0, 0.00, 0.253
or-tools, 004, 0053, NA, NA, 0, 0, 0.161, 0, NA, NA, 0, 0, 0.019, 0.18
chuffed, 004, 0054, NA, NA, 0, 0, 0.669, 0, NA, 0, 0, 0, 0.007, 0.676
kissat, 004, 0054, 39, 0, 0, 0, 0.2, NA, 0, 0, 0, 0, 0.00, 0.2
or-tools, 004, 0054, NA, NA, 0, 0, 0.185, 0, NA, NA, 0, 0, 0.017, 0.202
chuffed, 004, 0055, NA, NA, 0, 0, 0.708, 0, NA, 0, 0, 0, 0.02, 0.728
kissat, 004, 0055, 39, 0, 0, 0, 0.284, NA, 0, 0, 0, 0, 0.00, 0.284
or-tools, 004, 0055, NA, NA, 0, 0, 0.17, 0, NA, NA, 0, 0, 0.014, 0.18400000000000002
chuffed, 004, 0056, NA, NA, 0, 0, 0.824, 0, NA, 0, 0, 0, 0.007, 0.831
kissat, 004, 0056, 39, 0, 0, 0, 0.215, NA, 0, 0, 0, 0, 0.00, 0.215
or-tools, 004, 0056, NA, NA, 0, 0, 0.171, 0, NA, NA, 0, 0, 0.014, 0.18500000000000003
chuffed, 004, 0057, NA, NA, 0, 0, 0.421, 0, NA, 0, 0, 0, 0.005, 0.426
kissat, 004, 0057, 39, 0, 0, 0, 0.243, NA, 0, 0, 0, 0, 0.00, 0.243
or-tools, 004, 0057, NA, NA, 0, 0, 0.178, 0, NA, NA, 0, 0, 0.013, 0.191
chuffed, 004, 0058, NA, NA, 0, 0, 0.573, 0, NA, 0, 0, 0, 0.009, 0.582
kissat, 004, 0058, 39, 0, 0, 0, 0.282, NA, 0, 0, 0, 0, 0.00, 0.282
or-tools, 004, 0058, NA, NA, 0, 0, 0.171, 0, NA, NA, 0, 0, 0.014, 0.18500000000000003
chuffed, 004, 0059, NA, NA, 0, 0, 0.321, 0, NA, 0, 0, 0, 0.008, 0.329
kissat, 004, 0059, 39, 0, 0, 0, 0.278, NA, 0, 0, 0, 0, 0.00, 0.278
or-tools, 004, 0059, NA, NA, 0, 0, 0.18, 0, NA, NA, 0, 0, 0.013, 0.193
chuffed, 004, 0060, NA, NA, 0, 0, 0.505, 0, NA, 0, 0, 0, 0.008, 0.513
kissat, 004, 0060, 39, 0, 0, 0, 0.262, NA, 0, 0, 0, 0, 0.00, 0.262
or-tools, 004, 0060, NA, NA, 0, 0, 0.171, 0, NA, NA, 0, 0, 0.015, 0.186
chuffed, 004, 0061, NA, NA, 0, 0, 0.42, 0, NA, 0, 0, 0, 0.008, 0.428
kissat, 004, 0061, 39, 0, 0, 0, 0.301, NA, 0, 0, 0, 0, 0.00, 0.301
or-tools, 004, 0061, NA, NA, 0, 0, 0.159, 0, NA, NA, 0, 0, 0.013, 0.17200000000000001
chuffed, 004, 0062, NA, NA, 0, 0, 0.596, 0, NA, 0, 0, 0, 0.005, 0.601
