solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverFailures, SolverMemOut, SolverNodes, SolverSatisfiable, SolverTimeOut, SolverTotalTime, TotalTime
chuffed, 003, -001, NA, NA, 0, 0, 0.339, 31964, NA, 34221, 0, 0, 1.348, 1.687
kissat, 003, -001, 41148, 1733, 0, 0, 0.817, NA, 0, 37582, 0, 0, 1.59, 2.407
or-tools, 003, -001, NA, NA, 0, 0, 0.147, 1439, NA, NA, 0, 0, 0.193, 0.33999999999999997
chuffed, 003, -002, NA, NA, 0, 0, 0.411, 31774, NA, 33954, 0, 0, 1.343, 1.754
kissat, 003, -002, 40807, 1720, 0, 0, 0.768, NA, 0, 42414, 0, 0, 1.74, 2.508
or-tools, 003, -002, NA, NA, 0, 0, 0.155, 1533, NA, NA, 0, 0, 0.207, 0.362
chuffed, 003, -003, NA, NA, 0, 0, 0.316, 39461, NA, 41720, 0, 0, 1.751, 2.0669999999999997
kissat, 003, -003, 39870, 1689, 0, 0, 0.866, NA, 0, 59497, 0, 0, 2.48, 3.346
or-tools, 003, -003, NA, NA, 0, 0, 0.148, 1063, NA, NA, 0, 0, 0.184, 0.33199999999999996
chuffed, 003, -004, NA, NA, 0, 0, 0.385, 20731, NA, 22039, 1, 0, 0.730, 1.115
kissat, 003, -004, 38867, 1657, 0, 0, 0.805, NA, 0, 2826, 1, 0, 0.11, 0.915
or-tools, 003, -004, NA, NA, 0, 0, 0.166, 1282, NA, NA, 1, 0, 0.181, 0.347
chuffed, 003, -005, NA, NA, 0, 0, 0.32, 23840, NA, 25144, 0, 0, 0.851, 1.171
kissat, 003, -005, 37866, 1624, 0, 0, 0.914, NA, 0, 33627, 0, 0, 1.42, 2.334
or-tools, 003, -005, NA, NA, 0, 0, 0.133, 1298, NA, NA, 0, 0, 0.103, 0.236
chuffed, 003, -006, NA, NA, 0, 0, 0.34, 16699, NA, 17615, 0, 0, 0.570, 0.9099999999999999
kissat, 003, -006, 36819, 1590, 0, 0, 0.938, NA, 0, 23921, 0, 0, 0.80, 1.738
or-tools, 003, -006, NA, NA, 0, 0, 0.143, 1681, NA, NA, 0, 0, 0.12, 0.263
chuffed, 003, -007, NA, NA, 0, 0, 0.411, 4239, NA, 4471, 0, 0, 0.137, 0.548
kissat, 003, -007, 34517, 1551, 0, 0, 0.808, NA, 0, 7401, 0, 0, 0.28, 1.088
or-tools, 003, -007, NA, NA, 0, 0, 0.13, 1528, NA, NA, 0, 0, 0.109, 0.239
chuffed, 003, -008, NA, NA, 0, 0, 0.466, 3154, NA, 3306, 0, 0, 0.105, 0.5710000000000001
kissat, 003, -008, 31322, 1505, 0, 0, 0.689, NA, 0, 6780, 0, 0, 0.26, 0.949
or-tools, 003, -008, NA, NA, 0, 0, 0.132, 1503, NA, NA, 0, 0, 0.112, 0.244
