solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverFailures, SolverMemOut, SolverNodes, SolverSatisfiable, SolverTimeOut, SolverTotalTime, TotalTime
chuffed, 004, -058, NA, NA, 0, 0, 0.343, 0, NA, 0, 0, 0, 0.012, 0.35500000000000004
kissat, 004, -058, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, -058, NA, NA, 0, 0, 0.099, 0, NA, NA, 0, 0, 0.015, 0.114
chuffed, 004, -059, NA, NA, 0, 0, 0.255, 0, NA, 0, 0, 0, 0.007, 0.262
kissat, 004, -059, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, -059, NA, NA, 0, 0, 0.108, 0, NA, NA, 0, 0, 0.015, 0.123
chuffed, 004, -060, NA, NA, 0, 0, 0.334, 0, NA, 0, 0, 0, 0.009, 0.343
kissat, 004, -060, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, -060, NA, NA, 0, 0, 0.101, 0, NA, NA, 0, 0, 0.014, 0.115
chuffed, 004, -061, NA, NA, 0, 0, 0.336, 0, NA, 0, 0, 0, 0.011, 0.34700000000000003
kissat, 004, -061, 351, 0, 0, 0, 0.12, NA, 0, 0, 0, 0, 0.00, 0.12
or-tools, 004, -061, NA, NA, 0, 0, 0.099, 0, NA, NA, 0, 0, 0.012, 0.111
chuffed, 004, -062, NA, NA, 0, 0, 0.306, 0, NA, 0, 0, 0, 0.009, 0.315
kissat, 004, -062, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, -062, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.013, 0.12
chuffed, 004, -063, NA, NA, 0, 0, 0.316, 0, NA, 0, 0, 0, 0.009, 0.325
kissat, 004, -063, 351, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 004, -063, NA, NA, 0, 0, 0.115, 0, NA, NA, 0, 0, 0.013, 0.128
chuffed, 004, -064, NA, NA, 0, 0, 0.31, 0, NA, 0, 0, 0, 0.008, 0.318
kissat, 004, -064, 351, 0, 0, 0, 0.114, NA, 0, 0, 0, 0, 0.00, 0.114
or-tools, 004, -064, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.018, 0.124
chuffed, 004, -065, NA, NA, 0, 0, 0.318, 0, NA, 0, 0, 0, 0.009, 0.327
kissat, 004, -065, 351, 0, 0, 0, 0.117, NA, 0, 0, 0, 0, 0.00, 0.117
or-tools, 004, -065, NA, NA, 0, 0, 0.108, 0, NA, NA, 0, 0, 0.015, 0.123
chuffed, 004, -066, NA, NA, 0, 0, 0.306, 0, NA, 0, 0, 0, 0.008, 0.314
kissat, 004, -066, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, -066, NA, NA, 0, 0, 0.109, 0, NA, NA, 0, 0, 0.013, 0.122
chuffed, 004, -067, NA, NA, 0, 0, 0.344, 0, NA, 0, 0, 0, 0.009, 0.353
kissat, 004, -067, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, -067, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.011, 0.11699999999999999
chuffed, 004, -068, NA, NA, 0, 0, 0.333, 0, NA, 0, 0, 0, 0.009, 0.342
kissat, 004, -068, 351, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 004, -068, NA, NA, 0, 0, 0.101, 0, NA, NA, 0, 0, 0.015, 0.116
chuffed, 004, -069, NA, NA, 0, 0, 0.305, 0, NA, 0, 0, 0, 0.009, 0.314
kissat, 004, -069, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -069, NA, NA, 0, 0, 0.118, 0, NA, NA, 0, 0, 0.015, 0.133
chuffed, 004, -070, NA, NA, 0, 0, 0.289, 0, NA, 0, 0, 0, 0.01, 0.299
kissat, 004, -070, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, -070, NA, NA, 0, 0, 0.119, 0, NA, NA, 0, 0, 0.015, 0.134
chuffed, 004, -071, NA, NA, 0, 0, 0.293, 0, NA, 0, 0, 0, 0.009, 0.302
kissat, 004, -071, 351, 0, 0, 0, 0.119, NA, 0, 0, 0, 0, 0.00, 0.119
or-tools, 004, -071, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.015, 0.11699999999999999
chuffed, 004, -072, NA, NA, 0, 0, 0.286, 0, NA, 0, 0, 0, 0.008, 0.294
kissat, 004, -072, 351, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 004, -072, NA, NA, 0, 0, 0.119, 0, NA, NA, 0, 0, 0.014, 0.133
chuffed, 004, -073, NA, NA, 0, 0, 0.275, 0, NA, 0, 0, 0, 0.01, 0.28500000000000003
kissat, 004, -073, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, -073, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.017, 0.119
chuffed, 004, -074, NA, NA, 0, 0, 0.266, 0, NA, 0, 0, 0, 0.009, 0.275
kissat, 004, -074, 351, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 004, -074, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.015, 0.121
chuffed, 004, -075, NA, NA, 0, 0, 0.279, 0, NA, 0, 0, 0, 0.009, 0.28800000000000003
kissat, 004, -075, 351, 0, 0, 0, 0.102, NA, 0, 0, 0, 0, 0.00, 0.102
or-tools, 004, -075, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.017, 0.127
chuffed, 004, -076, NA, NA, 0, 0, 0.272, 0, NA, 0, 0, 0, 0.011, 0.28300000000000003
kissat, 004, -076, 351, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 004, -076, NA, NA, 0, 0, 0.118, 0, NA, NA, 0, 0, 0.016, 0.134
chuffed, 004, -077, NA, NA, 0, 0, 0.325, 0, NA, 0, 0, 0, 0.009, 0.334
kissat, 004, -077, 351, 0, 0, 0, 0.12, NA, 0, 0, 0, 0, 0.00, 0.12
or-tools, 004, -077, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.016, 0.122
chuffed, 004, -078, NA, NA, 0, 0, 0.297, 0, NA, 0, 0, 0, 0.008, 0.305
kissat, 004, -078, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, -078, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.015, 0.11699999999999999
chuffed, 004, -079, NA, NA, 0, 0, 0.339, 0, NA, 0, 0, 0, 0.011, 0.35000000000000003
kissat, 004, -079, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -079, NA, NA, 0, 0, 0.101, 0, NA, NA, 0, 0, 0.013, 0.114
chuffed, 004, -080, NA, NA, 0, 0, 0.279, 0, NA, 0, 0, 0, 0.009, 0.28800000000000003
kissat, 004, -080, 351, 0, 0, 0, 0.123, NA, 0, 0, 0, 0, 0.00, 0.123
or-tools, 004, -080, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.014, 0.12
chuffed, 004, -081, NA, NA, 0, 0, 0.316, 0, NA, 0, 0, 0, 0.011, 0.327
kissat, 004, -081, 351, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 004, -081, NA, NA, 0, 0, 0.105, 0, NA, NA, 0, 0, 0.015, 0.12
chuffed, 004, -082, NA, NA, 0, 0, 0.295, 0, NA, 0, 0, 0, 0.011, 0.306
kissat, 004, -082, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -082, NA, NA, 0, 0, 0.096, 0, NA, NA, 0, 0, 0.014, 0.11
chuffed, 004, -083, NA, NA, 0, 0, 0.316, 0, NA, 0, 0, 0, 0.009, 0.325
kissat, 004, -083, 351, 0, 0, 0, 0.101, NA, 0, 0, 0, 0, 0.00, 0.101
or-tools, 004, -083, NA, NA, 0, 0, 0.109, 0, NA, NA, 0, 0, 0.012, 0.121
chuffed, 004, -084, NA, NA, 0, 0, 0.291, 0, NA, 0, 0, 0, 0.01, 0.301
kissat, 004, -084, 351, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 004, -084, NA, NA, 0, 0, 0.112, 0, NA, NA, 0, 0, 0.013, 0.125
chuffed, 004, -085, NA, NA, 0, 0, 0.343, 0, NA, 0, 0, 0, 0.009, 0.35200000000000004
kissat, 004, -085, 351, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 004, -085, NA, NA, 0, 0, 0.105, 0, NA, NA, 0, 0, 0.015, 0.12
chuffed, 004, -086, NA, NA, 0, 0, 0.317, 0, NA, 0, 0, 0, 0.013, 0.33
kissat, 004, -086, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -086, NA, NA, 0, 0, 0.105, 0, NA, NA, 0, 0, 0.015, 0.12
chuffed, 004, -087, NA, NA, 0, 0, 0.319, 0, NA, 0, 0, 0, 0.009, 0.328
kissat, 004, -087, 351, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 004, -087, NA, NA, 0, 0, 0.109, 0, NA, NA, 0, 0, 0.015, 0.124
chuffed, 004, -088, NA, NA, 0, 0, 0.37, 0, NA, 0, 0, 0, 0.012, 0.382
kissat, 004, -088, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -088, NA, NA, 0, 0, 0.111, 0, NA, NA, 0, 0, 0.013, 0.124
chuffed, 004, -089, NA, NA, 0, 0, 0.275, 0, NA, 0, 0, 0, 0.008, 0.28300000000000003
kissat, 004, -089, 351, 0, 0, 0, 0.115, NA, 0, 0, 0, 0, 0.00, 0.115
or-tools, 004, -089, NA, NA, 0, 0, 0.108, 0, NA, NA, 0, 0, 0.017, 0.125
chuffed, 004, -090, NA, NA, 0, 0, 0.308, 0, NA, 0, 0, 0, 0.007, 0.315
kissat, 004, -090, 351, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 004, -090, NA, NA, 0, 0, 0.112, 0, NA, NA, 0, 0, 0.015, 0.127
chuffed, 004, -091, NA, NA, 0, 0, 0.287, 0, NA, 0, 0, 0, 0.008, 0.295
kissat, 004, -091, 351, 0, 0, 0, 0.116, NA, 0, 0, 0, 0, 0.00, 0.116
or-tools, 004, -091, NA, NA, 0, 0, 0.109, 0, NA, NA, 0, 0, 0.016, 0.125
chuffed, 004, -092, NA, NA, 0, 0, 0.316, 0, NA, 0, 0, 0, 0.01, 0.326
kissat, 004, -092, 351, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 004, -092, NA, NA, 0, 0, 0.104, 0, NA, NA, 0, 0, 0.016, 0.12
chuffed, 004, -093, NA, NA, 0, 0, 0.287, 0, NA, 0, 0, 0, 0.009, 0.296
kissat, 004, -093, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, -093, NA, NA, 0, 0, 0.103, 0, NA, NA, 0, 0, 0.014, 0.11699999999999999
chuffed, 004, -094, NA, NA, 0, 0, 0.297, 0, NA, 0, 0, 0, 0.009, 0.306
kissat, 004, -094, 351, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 004, -094, NA, NA, 0, 0, 0.115, 0, NA, NA, 0, 0, 0.012, 0.127
chuffed, 004, -095, NA, NA, 0, 0, 0.322, 0, NA, 0, 0, 0, 0.008, 0.33
kissat, 004, -095, 351, 0, 0, 0, 0.113, NA, 0, 0, 0, 0, 0.00, 0.113
or-tools, 004, -095, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.015, 0.122
chuffed, 004, -096, NA, NA, 0, 0, 0.278, 0, NA, 0, 0, 0, 0.008, 0.28600000000000003
kissat, 004, -096, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -096, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.015, 0.125
chuffed, 004, -097, NA, NA, 0, 0, 0.279, 0, NA, 0, 0, 0, 0.012, 0.29100000000000004
kissat, 004, -097, 351, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 004, -097, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.015, 0.122
chuffed, 004, -098, NA, NA, 0, 0, 0.295, 0, NA, 0, 0, 0, 0.009, 0.304
kissat, 004, -098, 351, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 004, -098, NA, NA, 0, 0, 0.1, 0, NA, NA, 0, 0, 0.015, 0.115
chuffed, 004, -099, NA, NA, 0, 0, 0.288, 0, NA, 0, 0, 0, 0.008, 0.296
kissat, 004, -099, 351, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 004, -099, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.015, 0.122
chuffed, 004, -100, NA, NA, 0, 0, 0.295, 0, NA, 0, 0, 0, 0.009, 0.304
kissat, 004, -100, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, -100, NA, NA, 0, 0, 0.112, 0, NA, NA, 0, 0, 0.014, 0.126
chuffed, 004, 0000, NA, NA, 0, 0, 0.253, 0, NA, 0, 0, 0, 0.009, 0.262
kissat, 004, 0000, 351, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 004, 0000, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.014, 0.124
chuffed, 004, 0001, NA, NA, 0, 0, 0.266, 0, NA, 0, 0, 0, 0.009, 0.275
kissat, 004, 0001, 351, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 004, 0001, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.014, 0.12
chuffed, 004, 0002, NA, NA, 0, 0, 0.282, 0, NA, 0, 0, 0, 0.01, 0.292
kissat, 004, 0002, 351, 0, 0, 0, 0.113, NA, 0, 0, 0, 0, 0.00, 0.113
or-tools, 004, 0002, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.012, 0.122
chuffed, 004, 0003, NA, NA, 0, 0, 0.466, 42484, NA, 48329, 1, 0, 5.851, 6.317
kissat, 004, 0003, 262413, 6453, 0, 0, 0.541, NA, 0, 249657, 1, 0, 13.27, 13.811
or-tools, 004, 0003, NA, NA, 0, 0, 0.175, 9876, NA, NA, 1, 0, 0.961, 1.136
chuffed, 004, 0004, NA, NA, 0, 0, 0.284, 0, NA, 0, 0, 0, 0.009, 0.293
kissat, 004, 0004, 351, 0, 0, 0, 0.118, NA, 0, 0, 0, 0, 0.00, 0.118
or-tools, 004, 0004, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.014, 0.12
chuffed, 004, 0005, NA, NA, 0, 0, 0.279, 0, NA, 0, 0, 0, 0.008, 0.28700000000000003
kissat, 004, 0005, 351, 0, 0, 0, 0.116, NA, 0, 0, 0, 0, 0.00, 0.116
or-tools, 004, 0005, NA, NA, 0, 0, 0.109, 0, NA, NA, 0, 0, 0.015, 0.124
chuffed, 004, 0006, NA, NA, 0, 0, 0.332, 0, NA, 0, 0, 0, 0.01, 0.342
kissat, 004, 0006, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, 0006, NA, NA, 0, 0, 0.121, 0, NA, NA, 0, 0, 0.013, 0.134
chuffed, 004, 0007, NA, NA, 0, 0, 0.325, 0, NA, 0, 0, 0, 0.011, 0.336
kissat, 004, 0007, 351, 0, 0, 0, 0.114, NA, 0, 0, 0, 0, 0.00, 0.114
or-tools, 004, 0007, NA, NA, 0, 0, 0.104, 0, NA, NA, 0, 0, 0.016, 0.12
chuffed, 004, 0008, NA, NA, 0, 0, 0.305, 0, NA, 0, 0, 0, 0.009, 0.314
kissat, 004, 0008, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, 0008, NA, NA, 0, 0, 0.103, 0, NA, NA, 0, 0, 0.016, 0.119
chuffed, 004, 0009, NA, NA, 0, 0, 0.332, 0, NA, 0, 0, 0, 0.009, 0.341
kissat, 004, 0009, 351, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 004, 0009, NA, NA, 0, 0, 0.114, 0, NA, NA, 0, 0, 0.017, 0.131
or-tools, 004, 0010, NA, NA, 0, 0, 0.197, 613, NA, NA, 0, 0, 0.207, 0.404
chuffed, 004, 0011, NA, NA, 0, 0, 0.252, 0, NA, 0, 0, 0, 0.008, 0.26
kissat, 004, 0011, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, 0011, NA, NA, 0, 0, 0.116, 0, NA, NA, 0, 0, 0.016, 0.132
chuffed, 004, 0012, NA, NA, 0, 0, 0.278, 0, NA, 0, 0, 0, 0.009, 0.28700000000000003
kissat, 004, 0012, 351, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 004, 0012, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.014, 0.11599999999999999
chuffed, 004, 0013, NA, NA, 0, 0, 0.255, 0, NA, 0, 0, 0, 0.01, 0.265
kissat, 004, 0013, 351, 0, 0, 0, 0.113, NA, 0, 0, 0, 0, 0.00, 0.113
or-tools, 004, 0013, NA, NA, 0, 0, 0.112, 0, NA, NA, 0, 0, 0.013, 0.125
chuffed, 004, 0014, NA, NA, 0, 0, 0.248, 0, NA, 0, 0, 0, 0.007, 0.255
kissat, 004, 0014, 351, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 004, 0014, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.014, 0.124
chuffed, 004, 0015, NA, NA, 0, 0, 0.313, 0, NA, 0, 0, 0, 0.011, 0.324
kissat, 004, 0015, 351, 0, 0, 0, 0.112, NA, 0, 0, 0, 0, 0.00, 0.112
or-tools, 004, 0015, NA, NA, 0, 0, 0.115, 0, NA, NA, 0, 0, 0.015, 0.13
chuffed, 004, 0016, NA, NA, 0, 0, 0.31, 0, NA, 0, 0, 0, 0.009, 0.319
kissat, 004, 0016, 351, 0, 0, 0, 0.112, NA, 0, 0, 0, 0, 0.00, 0.112
or-tools, 004, 0016, NA, NA, 0, 0, 0.108, 0, NA, NA, 0, 0, 0.014, 0.122
chuffed, 004, 0017, NA, NA, 0, 0, 0.481, 3942, NA, 4538, 0, 0, 0.425, 0.9059999999999999
kissat, 004, 0017, 90067, 3580, 0, 0, 0.364, NA, 0, 18002, 0, 0, 1.12, 1.484
or-tools, 004, 0017, NA, NA, 0, 0, 0.165, 0, NA, NA, 0, 0, 0.113, 0.278
chuffed, 004, 0018, NA, NA, 0, 0, 0.246, 0, NA, 0, 0, 0, 0.009, 0.255
kissat, 004, 0018, 351, 0, 0, 0, 0.117, NA, 0, 0, 0, 0, 0.00, 0.117
or-tools, 004, 0018, NA, NA, 0, 0, 0.105, 0, NA, NA, 0, 0, 0.013, 0.118
chuffed, 004, 0019, NA, NA, 0, 0, 0.314, 0, NA, 0, 0, 0, 0.009, 0.323
kissat, 004, 0019, 351, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 004, 0019, NA, NA, 0, 0, 0.118, 0, NA, NA, 0, 0, 0.015, 0.133
chuffed, 004, 0020, NA, NA, 0, 0, 0.31, 0, NA, 0, 0, 0, 0.01, 0.32
kissat, 004, 0020, 351, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 004, 0020, NA, NA, 0, 0, 0.116, 0, NA, NA, 0, 0, 0.015, 0.131
chuffed, 004, 0021, NA, NA, 0, 0, 0.281, 0, NA, 0, 0, 0, 0.009, 0.29000000000000004
kissat, 004, 0021, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, 0021, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.015, 0.122
chuffed, 004, 0022, NA, NA, 0, 0, 0.283, 0, NA, 0, 0, 0, 0.011, 0.294
kissat, 004, 0022, 351, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 004, 0022, NA, NA, 0, 0, 0.111, 0, NA, NA, 0, 0, 0.016, 0.127
chuffed, 004, 0023, NA, NA, 0, 0, 0.328, 0, NA, 0, 0, 0, 0.009, 0.337
kissat, 004, 0023, 351, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 004, 0023, NA, NA, 0, 0, 0.133, 0, NA, NA, 0, 0, 0.015, 0.14800000000000002
chuffed, 004, 0024, NA, NA, 0, 0, 0.431, 0, NA, 0, 0, 0, 0.007, 0.438
kissat, 004, 0024, 38, 0, 0, 0, 0.156, NA, 0, 0, 0, 0, 0.00, 0.156
or-tools, 004, 0024, NA, NA, 0, 0, 0.169, 0, NA, NA, 0, 0, 0.012, 0.18100000000000002
chuffed, 004, 0025, NA, NA, 0, 0, 0.27, 0, NA, 0, 0, 0, 0.009, 0.279
kissat, 004, 0025, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, 0025, NA, NA, 0, 0, 0.124, 0, NA, NA, 0, 0, 0.017, 0.14100000000000001
chuffed, 004, 0026, NA, NA, 0, 0, 0.301, 0, NA, 0, 0, 0, 0.009, 0.31
kissat, 004, 0026, 351, 0, 0, 0, 0.125, NA, 0, 0, 0, 0, 0.00, 0.125
or-tools, 004, 0026, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.018, 0.128
chuffed, 004, 0027, NA, NA, 0, 0, 0.315, 0, NA, 0, 0, 0, 0.009, 0.324
kissat, 004, 0027, 351, 0, 0, 0, 0.118, NA, 0, 0, 0, 0, 0.00, 0.118
or-tools, 004, 0027, NA, NA, 0, 0, 0.109, 0, NA, NA, 0, 0, 0.017, 0.126
chuffed, 004, 0028, NA, NA, 0, 0, 0.261, 0, NA, 0, 0, 0, 0.009, 0.27
kissat, 004, 0028, 351, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 004, 0028, NA, NA, 0, 0, 0.111, 0, NA, NA, 0, 0, 0.016, 0.127
chuffed, 004, 0029, NA, NA, 0, 0, 0.276, 0, NA, 0, 0, 0, 0.011, 0.28700000000000003
kissat, 004, 0029, 351, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 004, 0029, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.017, 0.127
chuffed, 004, 0030, NA, NA, 0, 0, 0.248, 0, NA, 0, 0, 0, 0.009, 0.257
kissat, 004, 0030, 351, 0, 0, 0, 0.102, NA, 0, 0, 0, 0, 0.00, 0.102
or-tools, 004, 0030, NA, NA, 0, 0, 0.124, 0, NA, NA, 0, 0, 0.017, 0.14100000000000001
chuffed, 004, 0031, NA, NA, 0, 0, 0.39, 0, NA, 0, 0, 0, 0.008, 0.398
kissat, 004, 0031, 38, 0, 0, 0, 0.156, NA, 0, 0, 0, 0, 0.00, 0.156
or-tools, 004, 0031, NA, NA, 0, 0, 0.166, 0, NA, NA, 0, 0, 0.014, 0.18000000000000002
chuffed, 004, 0032, NA, NA, 0, 0, 0.317, 0, NA, 0, 0, 0, 0.008, 0.325
kissat, 004, 0032, 351, 0, 0, 0, 0.112, NA, 0, 0, 0, 0, 0.00, 0.112
or-tools, 004, 0032, NA, NA, 0, 0, 0.112, 0, NA, NA, 0, 0, 0.013, 0.125
chuffed, 004, 0033, NA, NA, 0, 0, 0.295, 0, NA, 0, 0, 0, 0.011, 0.306
kissat, 004, 0033, 351, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 004, 0033, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.015, 0.11699999999999999
chuffed, 004, 0034, NA, NA, 0, 0, 0.308, 0, NA, 0, 0, 0, 0.012, 0.32
kissat, 004, 0034, 351, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 004, 0034, NA, NA, 0, 0, 0.113, 0, NA, NA, 0, 0, 0.015, 0.128
chuffed, 004, 0035, NA, NA, 0, 0, 0.261, 0, NA, 0, 0, 0, 0.009, 0.27
kissat, 004, 0035, 351, 0, 0, 0, 0.121, NA, 0, 0, 0, 0, 0.00, 0.121
or-tools, 004, 0035, NA, NA, 0, 0, 0.114, 0, NA, NA, 0, 0, 0.017, 0.131
chuffed, 004, 0036, NA, NA, 0, 0, 0.272, 0, NA, 0, 0, 0, 0.009, 0.281
kissat, 004, 0036, 351, 0, 0, 0, 0.113, NA, 0, 0, 0, 0, 0.00, 0.113
or-tools, 004, 0036, NA, NA, 0, 0, 0.104, 0, NA, NA, 0, 0, 0.016, 0.12
chuffed, 004, 0037, NA, NA, 0, 0, 0.27, 0, NA, 0, 0, 0, 0.012, 0.28200000000000003
kissat, 004, 0037, 351, 0, 0, 0, 0.116, NA, 0, 0, 0, 0, 0.00, 0.116
or-tools, 004, 0037, NA, NA, 0, 0, 0.101, 0, NA, NA, 0, 0, 0.014, 0.115
chuffed, 004, 0038, NA, NA, 0, 0, 0.381, 0, NA, 0, 0, 0, 0.007, 0.388
kissat, 004, 0038, 38, 0, 0, 0, 0.146, NA, 0, 0, 0, 0, 0.00, 0.146
or-tools, 004, 0038, NA, NA, 0, 0, 0.154, 0, NA, NA, 0, 0, 0.013, 0.167
chuffed, 004, 0039, NA, NA, 0, 0, 0.275, 0, NA, 0, 0, 0, 0.012, 0.28700000000000003
kissat, 004, 0039, 351, 0, 0, 0, 0.116, NA, 0, 0, 0, 0, 0.00, 0.116
or-tools, 004, 0039, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.014, 0.124
chuffed, 004, 0040, NA, NA, 0, 0, 0.307, 0, NA, 0, 0, 0, 0.011, 0.318
kissat, 004, 0040, 351, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 004, 0040, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.014, 0.11599999999999999
chuffed, 004, 0041, NA, NA, 0, 0, 0.258, 0, NA, 0, 0, 0, 0.009, 0.267
kissat, 004, 0041, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, 0041, NA, NA, 0, 0, 0.115, 0, NA, NA, 0, 0, 0.015, 0.13
chuffed, 004, 0042, NA, NA, 0, 0, 0.276, 0, NA, 0, 0, 0, 0.009, 0.28500000000000003
kissat, 004, 0042, 351, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 004, 0042, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.014, 0.124
chuffed, 004, 0043, NA, NA, 0, 0, 0.322, 0, NA, 0, 0, 0, 0.009, 0.331
kissat, 004, 0043, 351, 0, 0, 0, 0.112, NA, 0, 0, 0, 0, 0.00, 0.112
