solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverFailures, SolverMemOut, SolverNodes, SolverSatisfiable, SolverTimeOut, SolverTotalTime, TotalTime
chuffed, 003, -023, NA, NA, 0, 0, 0.153, 0, NA, 0, 0, 0, 0.006, 0.159
kissat, 003, -023, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -023, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.011, 0.089
chuffed, 003, -024, NA, NA, 0, 0, 0.152, 0, NA, 0, 0, 0, 0.007, 0.159
kissat, 003, -024, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -024, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.013, 0.092
chuffed, 003, -025, NA, NA, 0, 0, 0.159, 0, NA, 0, 0, 0, 0.007, 0.166
kissat, 003, -025, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -025, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.012, 0.088
chuffed, 003, -026, NA, NA, 0, 0, 0.153, 0, NA, 0, 0, 0, 0.007, 0.16
kissat, 003, -026, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -026, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.015, 0.091
chuffed, 003, -027, NA, NA, 0, 0, 0.132, 0, NA, 0, 0, 0, 0.006, 0.138
kissat, 003, -027, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -027, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.013, 0.092
chuffed, 003, -028, NA, NA, 0, 0, 0.141, 0, NA, 0, 0, 0, 0.006, 0.147
kissat, 003, -028, 133, 0, 0, 0, 0.095, NA, 0, 0, 0, 0, 0.00, 0.095
or-tools, 003, -028, NA, NA, 0, 0, 0.077, 0, NA, NA, 0, 0, 0.014, 0.091
chuffed, 003, -029, NA, NA, 0, 0, 0.147, 0, NA, 0, 0, 0, 0.006, 0.153
kissat, 003, -029, 133, 0, 0, 0, 0.096, NA, 0, 0, 0, 0, 0.00, 0.096
or-tools, 003, -029, NA, NA, 0, 0, 0.077, 0, NA, NA, 0, 0, 0.012, 0.089
chuffed, 003, -030, NA, NA, 0, 0, 0.143, 0, NA, 0, 0, 0, 0.006, 0.149
kissat, 003, -030, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -030, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.014, 0.09
chuffed, 003, -031, NA, NA, 0, 0, 0.162, 0, NA, 0, 0, 0, 0.006, 0.168
kissat, 003, -031, 133, 0, 0, 0, 0.096, NA, 0, 0, 0, 0, 0.00, 0.096
or-tools, 003, -031, NA, NA, 0, 0, 0.073, 0, NA, NA, 0, 0, 0.013, 0.086
chuffed, 003, -032, NA, NA, 0, 0, 0.149, 0, NA, 0, 0, 0, 0.007, 0.156
kissat, 003, -032, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -032, NA, NA, 0, 0, 0.08, 0, NA, NA, 0, 0, 0.013, 0.093
chuffed, 003, -033, NA, NA, 0, 0, 0.161, 0, NA, 0, 0, 0, 0.006, 0.167
kissat, 003, -033, 133, 0, 0, 0, 0.097, NA, 0, 0, 0, 0, 0.00, 0.097
or-tools, 003, -033, NA, NA, 0, 0, 0.07, 0, NA, NA, 0, 0, 0.013, 0.083
chuffed, 003, -034, NA, NA, 0, 0, 0.148, 0, NA, 0, 0, 0, 0.007, 0.155
kissat, 003, -034, 133, 0, 0, 0, 0.09, NA, 0, 0, 0, 0, 0.00, 0.09
or-tools, 003, -034, NA, NA, 0, 0, 0.069, 0, NA, NA, 0, 0, 0.012, 0.081
chuffed, 003, -035, NA, NA, 0, 0, 0.143, 0, NA, 0, 0, 0, 0.006, 0.149
kissat, 003, -035, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -035, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.014, 0.093
chuffed, 003, -036, NA, NA, 0, 0, 0.14, 0, NA, 0, 0, 0, 0.006, 0.14600000000000002
kissat, 003, -036, 133, 0, 0, 0, 0.098, NA, 0, 0, 0, 0, 0.00, 0.098
or-tools, 003, -036, NA, NA, 0, 0, 0.075, 0, NA, NA, 0, 0, 0.013, 0.088
chuffed, 003, -037, NA, NA, 0, 0, 0.138, 0, NA, 0, 0, 0, 0.006, 0.14400000000000002
kissat, 003, -037, 133, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 003, -037, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.013, 0.089
chuffed, 003, -038, NA, NA, 0, 0, 0.145, 0, NA, 0, 0, 0, 0.006, 0.151
kissat, 003, -038, 133, 0, 0, 0, 0.1, NA, 0, 0, 0, 0, 0.00, 0.1
or-tools, 003, -038, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.013, 0.091
chuffed, 003, -039, NA, NA, 0, 0, 0.15, 0, NA, 0, 0, 0, 0.006, 0.156
kissat, 003, -039, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -039, NA, NA, 0, 0, 0.071, 0, NA, NA, 0, 0, 0.012, 0.08299999999999999
chuffed, 003, -040, NA, NA, 0, 0, 0.136, 0, NA, 0, 0, 0, 0.005, 0.14100000000000001
kissat, 003, -040, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -040, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.013, 0.091
chuffed, 003, -041, NA, NA, 0, 0, 0.158, 0, NA, 0, 0, 0, 0.006, 0.164
kissat, 003, -041, 133, 0, 0, 0, 0.099, NA, 0, 0, 0, 0, 0.00, 0.099
or-tools, 003, -041, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.012, 0.088
chuffed, 003, -042, NA, NA, 0, 0, 0.158, 0, NA, 0, 0, 0, 0.005, 0.163
kissat, 003, -042, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -042, NA, NA, 0, 0, 0.08, 0, NA, NA, 0, 0, 0.013, 0.093
chuffed, 003, -043, NA, NA, 0, 0, 0.15, 0, NA, 0, 0, 0, 0.006, 0.156
kissat, 003, -043, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -043, NA, NA, 0, 0, 0.077, 0, NA, NA, 0, 0, 0.013, 0.09
chuffed, 003, -044, NA, NA, 0, 0, 0.138, 0, NA, 0, 0, 0, 0.006, 0.14400000000000002
kissat, 003, -044, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -044, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.011, 0.087
chuffed, 003, -045, NA, NA, 0, 0, 0.164, 0, NA, 0, 0, 0, 0.008, 0.17200000000000001
kissat, 003, -045, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -045, NA, NA, 0, 0, 0.072, 0, NA, NA, 0, 0, 0.012, 0.08399999999999999
chuffed, 003, -046, NA, NA, 0, 0, 0.152, 0, NA, 0, 0, 0, 0.007, 0.159
kissat, 003, -046, 133, 0, 0, 0, 0.095, NA, 0, 0, 0, 0, 0.00, 0.095
or-tools, 003, -046, NA, NA, 0, 0, 0.071, 0, NA, NA, 0, 0, 0.014, 0.08499999999999999
chuffed, 003, -047, NA, NA, 0, 0, 0.138, 0, NA, 0, 0, 0, 0.007, 0.14500000000000002
kissat, 003, -047, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -047, NA, NA, 0, 0, 0.075, 0, NA, NA, 0, 0, 0.012, 0.087
chuffed, 003, -048, NA, NA, 0, 0, 0.146, 0, NA, 0, 0, 0, 0.007, 0.153
kissat, 003, -048, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -048, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.012, 0.091
chuffed, 003, -049, NA, NA, 0, 0, 0.165, 0, NA, 0, 0, 0, 0.006, 0.171
kissat, 003, -049, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -049, NA, NA, 0, 0, 0.08, 0, NA, NA, 0, 0, 0.012, 0.092
chuffed, 003, -050, NA, NA, 0, 0, 0.167, 0, NA, 0, 0, 0, 0.006, 0.17300000000000001
kissat, 003, -050, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -050, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.012, 0.086
chuffed, 003, -051, NA, NA, 0, 0, 0.145, 0, NA, 0, 0, 0, 0.005, 0.15
kissat, 003, -051, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -051, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.014, 0.09
chuffed, 003, -052, NA, NA, 0, 0, 0.14, 0, NA, 0, 0, 0, 0.006, 0.14600000000000002
kissat, 003, -052, 133, 0, 0, 0, 0.098, NA, 0, 0, 0, 0, 0.00, 0.098
or-tools, 003, -052, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.015, 0.089
chuffed, 003, -053, NA, NA, 0, 0, 0.14, 0, NA, 0, 0, 0, 0.007, 0.14700000000000002
kissat, 003, -053, 133, 0, 0, 0, 0.095, NA, 0, 0, 0, 0, 0.00, 0.095
or-tools, 003, -053, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.012, 0.091
chuffed, 003, -054, NA, NA, 0, 0, 0.144, 0, NA, 0, 0, 0, 0.006, 0.15
kissat, 003, -054, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -054, NA, NA, 0, 0, 0.077, 0, NA, NA, 0, 0, 0.012, 0.089
chuffed, 003, -055, NA, NA, 0, 0, 0.149, 0, NA, 0, 0, 0, 0.007, 0.156
kissat, 003, -055, 133, 0, 0, 0, 0.098, NA, 0, 0, 0, 0, 0.00, 0.098
or-tools, 003, -055, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.012, 0.091
chuffed, 003, -056, NA, NA, 0, 0, 0.147, 0, NA, 0, 0, 0, 0.006, 0.153
kissat, 003, -056, 133, 0, 0, 0, 0.096, NA, 0, 0, 0, 0, 0.00, 0.096
or-tools, 003, -056, NA, NA, 0, 0, 0.073, 0, NA, NA, 0, 0, 0.012, 0.08499999999999999
chuffed, 003, -057, NA, NA, 0, 0, 0.145, 0, NA, 0, 0, 0, 0.006, 0.151
kissat, 003, -057, 133, 0, 0, 0, 0.09, NA, 0, 0, 0, 0, 0.00, 0.09
or-tools, 003, -057, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.012, 0.086
chuffed, 003, -058, NA, NA, 0, 0, 0.144, 0, NA, 0, 0, 0, 0.006, 0.15
kissat, 003, -058, 133, 0, 0, 0, 0.099, NA, 0, 0, 0, 0, 0.00, 0.099
or-tools, 003, -058, NA, NA, 0, 0, 0.071, 0, NA, NA, 0, 0, 0.012, 0.08299999999999999
chuffed, 003, -059, NA, NA, 0, 0, 0.149, 0, NA, 0, 0, 0, 0.007, 0.156
kissat, 003, -059, 133, 0, 0, 0, 0.099, NA, 0, 0, 0, 0, 0.00, 0.099
or-tools, 003, -059, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.011, 0.09
chuffed, 003, -060, NA, NA, 0, 0, 0.155, 0, NA, 0, 0, 0, 0.008, 0.163
kissat, 003, -060, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -060, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.013, 0.092
chuffed, 003, -061, NA, NA, 0, 0, 0.122, 0, NA, 0, 0, 0, 0.006, 0.128
kissat, 003, -061, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -061, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.013, 0.091
chuffed, 003, -062, NA, NA, 0, 0, 0.165, 0, NA, 0, 0, 0, 0.009, 0.17400000000000002
kissat, 003, -062, 133, 0, 0, 0, 0.096, NA, 0, 0, 0, 0, 0.00, 0.096
or-tools, 003, -062, NA, NA, 0, 0, 0.079, 0, NA, NA, 0, 0, 0.012, 0.091
chuffed, 003, -063, NA, NA, 0, 0, 0.159, 0, NA, 0, 0, 0, 0.005, 0.164
kissat, 003, -063, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -063, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.013, 0.087
chuffed, 003, -064, NA, NA, 0, 0, 0.14, 0, NA, 0, 0, 0, 0.006, 0.14600000000000002
kissat, 003, -064, 133, 0, 0, 0, 0.099, NA, 0, 0, 0, 0, 0.00, 0.099
or-tools, 003, -064, NA, NA, 0, 0, 0.081, 0, NA, NA, 0, 0, 0.012, 0.093
chuffed, 003, -065, NA, NA, 0, 0, 0.163, 0, NA, 0, 0, 0, 0.006, 0.169
kissat, 003, -065, 133, 0, 0, 0, 0.097, NA, 0, 0, 0, 0, 0.00, 0.097
or-tools, 003, -065, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.016, 0.094
chuffed, 003, -066, NA, NA, 0, 0, 0.154, 0, NA, 0, 0, 0, 0.007, 0.161
kissat, 003, -066, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -066, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.012, 0.086
chuffed, 003, -067, NA, NA, 0, 0, 0.166, 0, NA, 0, 0, 0, 0.007, 0.17300000000000001
kissat, 003, -067, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -067, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.013, 0.089
chuffed, 003, -068, NA, NA, 0, 0, 0.157, 0, NA, 0, 0, 0, 0.006, 0.163
kissat, 003, -068, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -068, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.013, 0.087
chuffed, 003, -069, NA, NA, 0, 0, 0.154, 0, NA, 0, 0, 0, 0.007, 0.161
kissat, 003, -069, 133, 0, 0, 0, 0.097, NA, 0, 0, 0, 0, 0.00, 0.097
or-tools, 003, -069, NA, NA, 0, 0, 0.068, 0, NA, NA, 0, 0, 0.013, 0.081
chuffed, 003, -070, NA, NA, 0, 0, 0.154, 0, NA, 0, 0, 0, 0.006, 0.16
kissat, 003, -070, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -070, NA, NA, 0, 0, 0.083, 0, NA, NA, 0, 0, 0.012, 0.095
chuffed, 003, -071, NA, NA, 0, 0, 0.163, 0, NA, 0, 0, 0, 0.006, 0.169
kissat, 003, -071, 133, 0, 0, 0, 0.1, NA, 0, 0, 0, 0, 0.00, 0.1
or-tools, 003, -071, NA, NA, 0, 0, 0.077, 0, NA, NA, 0, 0, 0.015, 0.092
chuffed, 003, -072, NA, NA, 0, 0, 0.146, 0, NA, 0, 0, 0, 0.007, 0.153
kissat, 003, -072, 133, 0, 0, 0, 0.095, NA, 0, 0, 0, 0, 0.00, 0.095
or-tools, 003, -072, NA, NA, 0, 0, 0.085, 0, NA, NA, 0, 0, 0.012, 0.097
chuffed, 003, -073, NA, NA, 0, 0, 0.143, 0, NA, 0, 0, 0, 0.005, 0.148
kissat, 003, -073, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -073, NA, NA, 0, 0, 0.08, 0, NA, NA, 0, 0, 0.013, 0.093
chuffed, 003, -074, NA, NA, 0, 0, 0.142, 0, NA, 0, 0, 0, 0.006, 0.148
kissat, 003, -074, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -074, NA, NA, 0, 0, 0.068, 0, NA, NA, 0, 0, 0.015, 0.083
chuffed, 003, -075, NA, NA, 0, 0, 0.158, 0, NA, 0, 0, 0, 0.006, 0.164
kissat, 003, -075, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -075, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.012, 0.09
chuffed, 003, -076, NA, NA, 0, 0, 0.152, 0, NA, 0, 0, 0, 0.006, 0.158
kissat, 003, -076, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -076, NA, NA, 0, 0, 0.075, 0, NA, NA, 0, 0, 0.012, 0.087
chuffed, 003, -077, NA, NA, 0, 0, 0.144, 0, NA, 0, 0, 0, 0.005, 0.149
kissat, 003, -077, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -077, NA, NA, 0, 0, 0.082, 0, NA, NA, 0, 0, 0.013, 0.095
chuffed, 003, -078, NA, NA, 0, 0, 0.15, 0, NA, 0, 0, 0, 0.007, 0.157
kissat, 003, -078, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -078, NA, NA, 0, 0, 0.075, 0, NA, NA, 0, 0, 0.011, 0.086
chuffed, 003, -079, NA, NA, 0, 0, 0.156, 0, NA, 0, 0, 0, 0.006, 0.162
kissat, 003, -079, 133, 0, 0, 0, 0.102, NA, 0, 0, 0, 0, 0.00, 0.102
or-tools, 003, -079, NA, NA, 0, 0, 0.078, 0, NA, NA, 0, 0, 0.015, 0.093
chuffed, 003, -080, NA, NA, 0, 0, 0.142, 0, NA, 0, 0, 0, 0.006, 0.148
kissat, 003, -080, 133, 0, 0, 0, 0.09, NA, 0, 0, 0, 0, 0.00, 0.09
or-tools, 003, -080, NA, NA, 0, 0, 0.074, 0, NA, NA, 0, 0, 0.013, 0.087
chuffed, 003, -081, NA, NA, 0, 0, 0.151, 0, NA, 0, 0, 0, 0.006, 0.157
kissat, 003, -081, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -081, NA, NA, 0, 0, 0.07, 0, NA, NA, 0, 0, 0.013, 0.083
chuffed, 003, -082, NA, NA, 0, 0, 0.168, 0, NA, 0, 0, 0, 0.007, 0.17500000000000002
kissat, 003, -082, 133, 0, 0, 0, 0.093, NA, 0, 0, 0, 0, 0.00, 0.093
or-tools, 003, -082, NA, NA, 0, 0, 0.067, 0, NA, NA, 0, 0, 0.013, 0.08
chuffed, 003, -083, NA, NA, 0, 0, 0.154, 0, NA, 0, 0, 0, 0.008, 0.162
kissat, 003, -083, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -083, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.014, 0.09
chuffed, 003, -084, NA, NA, 0, 0, 0.16, 0, NA, 0, 0, 0, 0.008, 0.168
kissat, 003, -084, 133, 0, 0, 0, 0.099, NA, 0, 0, 0, 0, 0.00, 0.099
or-tools, 003, -084, NA, NA, 0, 0, 0.072, 0, NA, NA, 0, 0, 0.01, 0.08199999999999999
chuffed, 003, -085, NA, NA, 0, 0, 0.145, 0, NA, 0, 0, 0, 0.006, 0.151
kissat, 003, -085, 133, 0, 0, 0, 0.091, NA, 0, 0, 0, 0, 0.00, 0.091
or-tools, 003, -085, NA, NA, 0, 0, 0.072, 0, NA, NA, 0, 0, 0.013, 0.08499999999999999
chuffed, 003, -086, NA, NA, 0, 0, 0.148, 0, NA, 0, 0, 0, 0.006, 0.154
kissat, 003, -086, 133, 0, 0, 0, 0.097, NA, 0, 0, 0, 0, 0.00, 0.097
or-tools, 003, -086, NA, NA, 0, 0, 0.076, 0, NA, NA, 0, 0, 0.011, 0.087
