solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverFailures, SolverMemOut, SolverNodes, SolverSatisfiable, SolverTimeOut, SolverTotalTime, TotalTime
chuffed, 003, -084, NA, NA, 0, 0, 0.081, 0, NA, 0, 0, 0, 0.004, 0.085
kissat, 003, -084, 133, 0, 0, 0, 0.086, NA, 0, 0, 0, 0, 0.00, 0.086
or-tools, 003, -084, NA, NA, 0, 0, 0.099, 0, NA, NA, 0, 0, 0.014, 0.113
chuffed, 003, -085, NA, NA, 0, 0, 0.078, 0, NA, 0, 0, 0, 0.004, 0.082
kissat, 003, -085, 133, 0, 0, 0, 0.085, NA, 0, 0, 0, 0, 0.00, 0.085
or-tools, 003, -085, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.014, 0.124
chuffed, 003, -086, NA, NA, 0, 0, 0.074, 0, NA, 0, 0, 0, 0.004, 0.078
kissat, 003, -086, 133, 0, 0, 0, 0.085, NA, 0, 0, 0, 0, 0.00, 0.085
or-tools, 003, -086, NA, NA, 0, 0, 0.097, 0, NA, NA, 0, 0, 0.011, 0.108
chuffed, 003, -087, NA, NA, 0, 0, 0.079, 0, NA, 0, 0, 0, 0.003, 0.082
kissat, 003, -087, 133, 0, 0, 0, 0.094, NA, 0, 0, 0, 0, 0.00, 0.094
or-tools, 003, -087, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.017, 0.124
chuffed, 003, -088, NA, NA, 0, 0, 0.075, 0, NA, 0, 0, 0, 0.004, 0.079
kissat, 003, -088, 133, 0, 0, 0, 0.088, NA, 0, 0, 0, 0, 0.00, 0.088
or-tools, 003, -088, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.017, 0.123
chuffed, 003, -089, NA, NA, 0, 0, 0.076, 0, NA, 0, 0, 0, 0.003, 0.079
kissat, 003, -089, 133, 0, 0, 0, 0.084, NA, 0, 0, 0, 0, 0.00, 0.084
or-tools, 003, -089, NA, NA, 0, 0, 0.099, 0, NA, NA, 0, 0, 0.014, 0.113
chuffed, 003, -090, NA, NA, 0, 0, 0.078, 0, NA, 0, 0, 0, 0.003, 0.081
kissat, 003, -090, 133, 0, 0, 0, 0.082, NA, 0, 0, 0, 0, 0.00, 0.082
or-tools, 003, -090, NA, NA, 0, 0, 0.098, 0, NA, NA, 0, 0, 0.017, 0.115
chuffed, 003, -091, NA, NA, 0, 0, 0.076, 0, NA, 0, 0, 0, 0.004, 0.08
kissat, 003, -091, 133, 0, 0, 0, 0.083, NA, 0, 0, 0, 0, 0.00, 0.083
or-tools, 003, -091, NA, NA, 0, 0, 0.104, 0, NA, NA, 0, 0, 0.016, 0.12
chuffed, 003, -092, NA, NA, 0, 0, 0.079, 0, NA, 0, 0, 0, 0.004, 0.083
kissat, 003, -092, 133, 0, 0, 0, 0.082, NA, 0, 0, 0, 0, 0.00, 0.082
or-tools, 003, -092, NA, NA, 0, 0, 0.1, 0, NA, NA, 0, 0, 0.019, 0.11900000000000001
chuffed, 003, -093, NA, NA, 0, 0, 0.09, 0, NA, 0, 0, 0, 0.003, 0.093
kissat, 003, -093, 133, 0, 0, 0, 0.086, NA, 0, 0, 0, 0, 0.00, 0.086
or-tools, 003, -093, NA, NA, 0, 0, 0.097, 0, NA, NA, 0, 0, 0.018, 0.115
chuffed, 003, -094, NA, NA, 0, 0, 0.082, 0, NA, 0, 0, 0, 0.003, 0.085
kissat, 003, -094, 133, 0, 0, 0, 0.085, NA, 0, 0, 0, 0, 0.00, 0.085
or-tools, 003, -094, NA, NA, 0, 0, 0.106, 0, NA, NA, 0, 0, 0.012, 0.118
chuffed, 003, -095, NA, NA, 0, 0, 0.104, 0, NA, 0, 0, 0, 0.004, 0.108
kissat, 003, -095, 133, 0, 0, 0, 0.099, NA, 0, 0, 0, 0, 0.00, 0.099
or-tools, 003, -095, NA, NA, 0, 0, 0.101, 0, NA, NA, 0, 0, 0.019, 0.12000000000000001
chuffed, 003, -096, NA, NA, 0, 0, 0.166, 0, NA, 0, 0, 0, 0.004, 0.17
kissat, 003, -096, 133, 0, 0, 0, 0.095, NA, 0, 0, 0, 0, 0.00, 0.095
or-tools, 003, -096, NA, NA, 0, 0, 0.097, 0, NA, NA, 0, 0, 0.017, 0.114
chuffed, 003, -097, NA, NA, 0, 0, 0.167, 0, NA, 0, 0, 0, 0.006, 0.17300000000000001
kissat, 003, -097, 133, 0, 0, 0, 0.09, NA, 0, 0, 0, 0, 0.00, 0.09
or-tools, 003, -097, NA, NA, 0, 0, 0.099, 0, NA, NA, 0, 0, 0.013, 0.112
chuffed, 003, -098, NA, NA, 0, 0, 0.168, 0, NA, 0, 0, 0, 0.004, 0.17200000000000001
kissat, 003, -098, 133, 0, 0, 0, 0.095, NA, 0, 0, 0, 0, 0.00, 0.095
or-tools, 003, -098, NA, NA, 0, 0, 0.09, 0, NA, NA, 0, 0, 0.02, 0.11
chuffed, 003, -099, NA, NA, 0, 0, 0.167, 0, NA, 0, 0, 0, 0.005, 0.17200000000000001
kissat, 003, -099, 133, 0, 0, 0, 0.087, NA, 0, 0, 0, 0, 0.00, 0.087
or-tools, 003, -099, NA, NA, 0, 0, 0.111, 0, NA, NA, 0, 0, 0.038, 0.149
chuffed, 003, -100, NA, NA, 0, 0, 0.195, 0, NA, 0, 0, 0, 0.009, 0.20400000000000001
kissat, 003, -100, 133, 0, 0, 0, 0.092, NA, 0, 0, 0, 0, 0.00, 0.092
or-tools, 003, -100, NA, NA, 0, 0, 0.096, 0, NA, NA, 0, 0, 0.027, 0.123
chuffed, 003, 0000, NA, NA, 0, 0, 0.122, 19724, NA, 21029, 0, 0, 0.566, 0.688
kissat, 003, 0000, 41656, 1752, 0, 0, 0.24, NA, 0, 34077, 0, 0, 1.00, 1.24
or-tools, 003, 0000, NA, NA, 0, 0, 0.177, 1453, NA, NA, 0, 0, 0.15, 0.32699999999999996
chuffed, 003, 0001, NA, NA, 0, 0, 0.116, 2993, NA, 3276, 1, 0, 0.073, 0.189
kissat, 003, 0001, 40198, 1729, 0, 0, 0.227, NA, 0, 4353, 1, 0, 0.13, 0.357
or-tools, 003, 0001, NA, NA, 0, 0, 0.176, 620, NA, NA, 1, 0, 0.119, 0.295
chuffed, 003, 0002, NA, NA, 0, 0, 0.132, 7313, NA, 7895, 0, 0, 0.184, 0.316
kissat, 003, 0002, 39117, 1718, 0, 0, 0.235, NA, 0, 10966, 0, 0, 0.29, 0.5249999999999999
or-tools, 003, 0002, NA, NA, 0, 0, 0.179, 1243, NA, NA, 0, 0, 0.144, 0.32299999999999995
chuffed, 003, 0003, NA, NA, 0, 0, 0.125, 2947, NA, 3192, 0, 0, 0.068, 0.193
kissat, 003, 0003, 36972, 1678, 0, 0, 0.241, NA, 0, 8653, 0, 0, 0.19, 0.431
or-tools, 003, 0003, NA, NA, 0, 0, 0.179, 1552, NA, NA, 0, 0, 0.142, 0.32099999999999995
chuffed, 003, 0004, NA, NA, 0, 0, 0.123, 1976, NA, 2182, 0, 0, 0.043, 0.16599999999999998
kissat, 003, 0004, 33580, 1618, 0, 0, 0.218, NA, 0, 4628, 0, 0, 0.11, 0.328
or-tools, 003, 0004, NA, NA, 0, 0, 0.171, 30, NA, NA, 0, 0, 0.067, 0.23800000000000002
chuffed, 003, 0005, NA, NA, 0, 0, 0.129, 714, NA, 785, 0, 0, 0.015, 0.14400000000000002
kissat, 003, 0005, 26732, 1434, 0, 0, 0.215, NA, 0, 2245, 0, 0, 0.04, 0.255
or-tools, 003, 0005, NA, NA, 0, 0, 0.184, 13, NA, NA, 0, 0, 0.071, 0.255
chuffed, 003, 0006, NA, NA, 0, 0, 0.128, 309, NA, 334, 0, 0, 0.010, 0.138
kissat, 003, 0006, 19850, 1228, 0, 0, 0.205, NA, 0, 715, 0, 0, 0.01, 0.215
or-tools, 003, 0006, NA, NA, 0, 0, 0.178, 22, NA, NA, 0, 0, 0.063, 0.241
chuffed, 003, 0007, NA, NA, 0, 0, 0.129, 4, NA, 4, 0, 0, 0.001, 0.13
kissat, 003, 0007, 4235, 473, 0, 0, 0.189, NA, 0, 8, 0, 0, 0.00, 0.189
or-tools, 003, 0007, NA, NA, 0, 0, 0.163, 0, NA, NA, 0, 0, 0.021, 0.184
chuffed, 003, 0008, NA, NA, 0, 0, 0.119, 0, NA, 0, 0, 0, 0.003, 0.122
kissat, 003, 0008, 21, 0, 0, 0, 0.129, NA, 0, 0, 0, 0, 0.00, 0.129
or-tools, 003, 0008, NA, NA, 0, 0, 0.174, 0, NA, NA, 0, 0, 0.018, 0.19199999999999998
chuffed, 003, 0009, NA, NA, 0, 0, 0.116, 0, NA, 0, 0, 0, 0.002, 0.11800000000000001
kissat, 003, 0009, 21, 0, 0, 0, 0.119, NA, 0, 0, 0, 0, 0.00, 0.119
or-tools, 003, 0009, NA, NA, 0, 0, 0.166, 0, NA, NA, 0, 0, 0.016, 0.182
chuffed, 003, 0010, NA, NA, 0, 0, 0.113, 0, NA, 0, 0, 0, 0.003, 0.116
kissat, 003, 0010, 21, 0, 0, 0, 0.118, NA, 0, 0, 0, 0, 0.00, 0.118
or-tools, 003, 0010, NA, NA, 0, 0, 0.18, 0, NA, NA, 0, 0, 0.015, 0.195
chuffed, 003, 0011, NA, NA, 0, 0, 0.109, 0, NA, 0, 0, 0, 0.003, 0.112
kissat, 003, 0011, 21, 0, 0, 0, 0.128, NA, 0, 0, 0, 0, 0.00, 0.128
or-tools, 003, 0011, NA, NA, 0, 0, 0.185, 0, NA, NA, 0, 0, 0.015, 0.2
chuffed, 003, 0012, NA, NA, 0, 0, 0.119, 0, NA, 0, 0, 0, 0.002, 0.121
kissat, 003, 0012, 21, 0, 0, 0, 0.122, NA, 0, 0, 0, 0, 0.00, 0.122
or-tools, 003, 0012, NA, NA, 0, 0, 0.175, 0, NA, NA, 0, 0, 0.016, 0.191
chuffed, 003, 0013, NA, NA, 0, 0, 0.109, 0, NA, 0, 0, 0, 0.004, 0.113
kissat, 003, 0013, 21, 0, 0, 0, 0.141, NA, 0, 0, 0, 0, 0.00, 0.141
or-tools, 003, 0013, NA, NA, 0, 0, 0.184, 0, NA, NA, 0, 0, 0.02, 0.204
chuffed, 003, 0014, NA, NA, 0, 0, 0.137, 0, NA, 0, 0, 0, 0.003, 0.14
kissat, 003, 0014, 21, 0, 0, 0, 0.137, NA, 0, 0, 0, 0, 0.00, 0.137
or-tools, 003, 0014, NA, NA, 0, 0, 0.176, 0, NA, NA, 0, 0, 0.013, 0.189
chuffed, 003, 0015, NA, NA, 0, 0, 0.124, 0, NA, 0, 0, 0, 0.003, 0.127
kissat, 003, 0015, 21, 0, 0, 0, 0.122, NA, 0, 0, 0, 0, 0.00, 0.122
or-tools, 003, 0015, NA, NA, 0, 0, 0.165, 0, NA, NA, 0, 0, 0.014, 0.17900000000000002
chuffed, 003, 0016, NA, NA, 0, 0, 0.113, 0, NA, 0, 0, 0, 0.003, 0.116
kissat, 003, 0016, 21, 0, 0, 0, 0.131, NA, 0, 0, 0, 0, 0.00, 0.131
or-tools, 003, 0016, NA, NA, 0, 0, 0.178, 0, NA, NA, 0, 0, 0.012, 0.19
chuffed, 003, 0017, NA, NA, 0, 0, 0.123, 0, NA, 0, 0, 0, 0.003, 0.126
kissat, 003, 0017, 21, 0, 0, 0, 0.117, NA, 0, 0, 0, 0, 0.00, 0.117
or-tools, 003, 0017, NA, NA, 0, 0, 0.183, 0, NA, NA, 0, 0, 0.013, 0.196
chuffed, 003, 0018, NA, NA, 0, 0, 0.118, 0, NA, 0, 0, 0, 0.002, 0.12
kissat, 003, 0018, 21, 0, 0, 0, 0.117, NA, 0, 0, 0, 0, 0.00, 0.117
or-tools, 003, 0018, NA, NA, 0, 0, 0.174, 0, NA, NA, 0, 0, 0.013, 0.187
chuffed, 003, 0019, NA, NA, 0, 0, 0.129, 0, NA, 0, 0, 0, 0.004, 0.133
kissat, 003, 0019, 21, 0, 0, 0, 0.124, NA, 0, 0, 0, 0, 0.00, 0.124
or-tools, 003, 0019, NA, NA, 0, 0, 0.182, 0, NA, NA, 0, 0, 0.016, 0.198
chuffed, 003, 0020, NA, NA, 0, 0, 0.121, 0, NA, 0, 0, 0, 0.002, 0.123
kissat, 003, 0020, 21, 0, 0, 0, 0.128, NA, 0, 0, 0, 0, 0.00, 0.128
or-tools, 003, 0020, NA, NA, 0, 0, 0.153, 0, NA, NA, 0, 0, 0.014, 0.167
chuffed, 003, 0021, NA, NA, 0, 0, 0.115, 0, NA, 0, 0, 0, 0.003, 0.11800000000000001
kissat, 003, 0021, 21, 0, 0, 0, 0.117, NA, 0, 0, 0, 0, 0.00, 0.117
or-tools, 003, 0021, NA, NA, 0, 0, 0.175, 0, NA, NA, 0, 0, 0.014, 0.189
chuffed, 003, 0022, NA, NA, 0, 0, 0.125, 0, NA, 0, 0, 0, 0.003, 0.128
kissat, 003, 0022, 21, 0, 0, 0, 0.124, NA, 0, 0, 0, 0, 0.00, 0.124
or-tools, 003, 0022, NA, NA, 0, 0, 0.178, 0, NA, NA, 0, 0, 0.015, 0.193
chuffed, 003, 0023, NA, NA, 0, 0, 0.116, 0, NA, 0, 0, 0, 0.003, 0.11900000000000001
kissat, 003, 0023, 21, 0, 0, 0, 0.12, NA, 0, 0, 0, 0, 0.00, 0.12
or-tools, 003, 0023, NA, NA, 0, 0, 0.162, 0, NA, NA, 0, 0, 0.012, 0.17400000000000002
chuffed, 003, 0024, NA, NA, 0, 0, 0.105, 0, NA, 0, 0, 0, 0.002, 0.107
kissat, 003, 0024, 25, 6, 0, 0, 0.126, NA, 0, 0, 0, 0, 0.00, 0.126
or-tools, 003, 0024, NA, NA, 0, 0, 0.125, 0, NA, NA, 0, 0, 0.012, 0.137
chuffed, 003, 0025, NA, NA, 0, 0, 0.099, 0, NA, 0, 0, 0, 0.002, 0.101
kissat, 003, 0025, 23, 4, 0, 0, 0.122, NA, 0, 0, 0, 0, 0.00, 0.122
or-tools, 003, 0025, NA, NA, 0, 0, 0.104, 0, NA, NA, 0, 0, 0.012, 0.11599999999999999
chuffed, 003, 0026, NA, NA, 0, 0, 0.114, 0, NA, 0, 0, 0, 0.004, 0.11800000000000001
kissat, 003, 0026, 21, 2, 0, 0, 0.13, NA, 0, 0, 0, 0, 0.00, 0.13
or-tools, 003, 0026, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.012, 0.122
chuffed, 003, 0027, NA, NA, 0, 0, 0.129, 0, NA, 0, 0, 0, 0.004, 0.133
kissat, 003, 0027, 20, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 003, 0027, NA, NA, 0, 0, 0.103, 0, NA, NA, 0, 0, 0.011, 0.11399999999999999
chuffed, 003, 0028, NA, NA, 0, 0, 0.104, 0, NA, 0, 0, 0, 0.003, 0.107
kissat, 003, 0028, 21, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 003, 0028, NA, NA, 0, 0, 0.111, 0, NA, NA, 0, 0, 0.015, 0.126
chuffed, 003, 0029, NA, NA, 0, 0, 0.099, 0, NA, 0, 0, 0, 0.003, 0.10200000000000001
kissat, 003, 0029, 21, 0, 0, 0, 0.102, NA, 0, 0, 0, 0, 0.00, 0.102
or-tools, 003, 0029, NA, NA, 0, 0, 0.094, 0, NA, NA, 0, 0, 0.015, 0.109
chuffed, 003, 0030, NA, NA, 0, 0, 0.101, 0, NA, 0, 0, 0, 0.004, 0.10500000000000001
kissat, 003, 0030, 21, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 003, 0030, NA, NA, 0, 0, 0.115, 0, NA, NA, 0, 0, 0.013, 0.128
chuffed, 003, 0031, NA, NA, 0, 0, 0.097, 0, NA, 0, 0, 0, 0.004, 0.101
kissat, 003, 0031, 21, 0, 0, 0, 0.1, NA, 0, 0, 0, 0, 0.00, 0.1
or-tools, 003, 0031, NA, NA, 0, 0, 0.128, 0, NA, NA, 0, 0, 0.013, 0.14100000000000001
chuffed, 003, 0032, NA, NA, 0, 0, 0.099, 0, NA, 0, 0, 0, 0.003, 0.10200000000000001
kissat, 003, 0032, 21, 0, 0, 0, 0.11, NA, 0, 0, 0, 0, 0.00, 0.11
or-tools, 003, 0032, NA, NA, 0, 0, 0.134, 0, NA, NA, 0, 0, 0.016, 0.15000000000000002
chuffed, 003, 0033, NA, NA, 0, 0, 0.091, 0, NA, 0, 0, 0, 0.003, 0.094
kissat, 003, 0033, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0033, NA, NA, 0, 0, 0.129, 0, NA, NA, 0, 0, 0.014, 0.14300000000000002
chuffed, 003, 0034, NA, NA, 0, 0, 0.102, 0, NA, 0, 0, 0, 0.003, 0.105
kissat, 003, 0034, 21, 0, 0, 0, 0.113, NA, 0, 0, 0, 0, 0.00, 0.113
or-tools, 003, 0034, NA, NA, 0, 0, 0.13, 0, NA, NA, 0, 0, 0.016, 0.14600000000000002
chuffed, 003, 0035, NA, NA, 0, 0, 0.098, 0, NA, 0, 0, 0, 0.003, 0.101
kissat, 003, 0035, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0035, NA, NA, 0, 0, 0.137, 0, NA, NA, 0, 0, 0.013, 0.15000000000000002
chuffed, 003, 0036, NA, NA, 0, 0, 0.109, 0, NA, 0, 0, 0, 0.003, 0.112
kissat, 003, 0036, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0036, NA, NA, 0, 0, 0.135, 0, NA, NA, 0, 0, 0.011, 0.14600000000000002
chuffed, 003, 0037, NA, NA, 0, 0, 0.102, 0, NA, 0, 0, 0, 0.003, 0.105
kissat, 003, 0037, 21, 0, 0, 0, 0.1, NA, 0, 0, 0, 0, 0.00, 0.1
or-tools, 003, 0037, NA, NA, 0, 0, 0.13, 0, NA, NA, 0, 0, 0.014, 0.14400000000000002
chuffed, 003, 0038, NA, NA, 0, 0, 0.095, 0, NA, 0, 0, 0, 0.003, 0.098
kissat, 003, 0038, 21, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 003, 0038, NA, NA, 0, 0, 0.131, 0, NA, NA, 0, 0, 0.013, 0.14400000000000002
chuffed, 003, 0039, NA, NA, 0, 0, 0.097, 0, NA, 0, 0, 0, 0.003, 0.1
kissat, 003, 0039, 21, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 003, 0039, NA, NA, 0, 0, 0.127, 0, NA, NA, 0, 0, 0.017, 0.14400000000000002
chuffed, 003, 0040, NA, NA, 0, 0, 0.1, 0, NA, 0, 0, 0, 0.003, 0.10300000000000001
kissat, 003, 0040, 21, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 003, 0040, NA, NA, 0, 0, 0.136, 0, NA, NA, 0, 0, 0.009, 0.14500000000000002
chuffed, 003, 0041, NA, NA, 0, 0, 0.109, 0, NA, 0, 0, 0, 0.003, 0.112
kissat, 003, 0041, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0041, NA, NA, 0, 0, 0.119, 0, NA, NA, 0, 0, 0.014, 0.133
chuffed, 003, 0042, NA, NA, 0, 0, 0.105, 0, NA, 0, 0, 0, 0.003, 0.108
kissat, 003, 0042, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0042, NA, NA, 0, 0, 0.127, 0, NA, NA, 0, 0, 0.01, 0.137
chuffed, 003, 0043, NA, NA, 0, 0, 0.106, 0, NA, 0, 0, 0, 0.002, 0.108
kissat, 003, 0043, 21, 0, 0, 0, 0.109, NA, 0, 0, 0, 0, 0.00, 0.109
or-tools, 003, 0043, NA, NA, 0, 0, 0.125, 0, NA, NA, 0, 0, 0.013, 0.138
chuffed, 003, 0044, NA, NA, 0, 0, 0.103, 0, NA, 0, 0, 0, 0.003, 0.106
kissat, 003, 0044, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0044, NA, NA, 0, 0, 0.132, 0, NA, NA, 0, 0, 0.017, 0.14900000000000002
chuffed, 003, 0045, NA, NA, 0, 0, 0.1, 0, NA, 0, 0, 0, 0.003, 0.10300000000000001
kissat, 003, 0045, 21, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 003, 0045, NA, NA, 0, 0, 0.122, 0, NA, NA, 0, 0, 0.01, 0.132
chuffed, 003, 0046, NA, NA, 0, 0, 0.096, 0, NA, 0, 0, 0, 0.003, 0.099
kissat, 003, 0046, 21, 0, 0, 0, 0.105, NA, 0, 0, 0, 0, 0.00, 0.105
or-tools, 003, 0046, NA, NA, 0, 0, 0.132, 0, NA, NA, 0, 0, 0.015, 0.14700000000000002
chuffed, 003, 0047, NA, NA, 0, 0, 0.11, 0, NA, 0, 0, 0, 0.003, 0.113
kissat, 003, 0047, 21, 0, 0, 0, 0.102, NA, 0, 0, 0, 0, 0.00, 0.102
or-tools, 003, 0047, NA, NA, 0, 0, 0.125, 0, NA, NA, 0, 0, 0.012, 0.137
chuffed, 003, 0048, NA, NA, 0, 0, 0.1, 0, NA, 0, 0, 0, 0.002, 0.10200000000000001
kissat, 003, 0048, 21, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 003, 0048, NA, NA, 0, 0, 0.119, 0, NA, NA, 0, 0, 0.015, 0.134
chuffed, 003, 0049, NA, NA, 0, 0, 0.101, 0, NA, 0, 0, 0, 0.002, 0.10300000000000001
kissat, 003, 0049, 21, 0, 0, 0, 0.122, NA, 0, 0, 0, 0, 0.00, 0.122
or-tools, 003, 0049, NA, NA, 0, 0, 0.127, 0, NA, NA, 0, 0, 0.013, 0.14
chuffed, 003, 0050, NA, NA, 0, 0, 0.097, 0, NA, 0, 0, 0, 0.003, 0.1
kissat, 003, 0050, 21, 0, 0, 0, 0.127, NA, 0, 0, 0, 0, 0.00, 0.127
or-tools, 003, 0050, NA, NA, 0, 0, 0.123, 0, NA, NA, 0, 0, 0.011, 0.134
chuffed, 003, 0051, NA, NA, 0, 0, 0.106, 0, NA, 0, 0, 0, 0.002, 0.108
kissat, 003, 0051, 21, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 003, 0051, NA, NA, 0, 0, 0.13, 0, NA, NA, 0, 0, 0.009, 0.139
chuffed, 003, 0052, NA, NA, 0, 0, 0.094, 0, NA, 0, 0, 0, 0.003, 0.097
kissat, 003, 0052, 21, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 003, 0052, NA, NA, 0, 0, 0.12, 0, NA, NA, 0, 0, 0.015, 0.135
chuffed, 003, 0053, NA, NA, 0, 0, 0.104, 0, NA, 0, 0, 0, 0.003, 0.107
kissat, 003, 0053, 21, 0, 0, 0, 0.108, NA, 0, 0, 0, 0, 0.00, 0.108
or-tools, 003, 0053, NA, NA, 0, 0, 0.126, 0, NA, NA, 0, 0, 0.012, 0.138
chuffed, 003, 0054, NA, NA, 0, 0, 0.091, 0, NA, 0, 0, 0, 0.004, 0.095
kissat, 003, 0054, 20, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 003, 0054, NA, NA, 0, 0, 0.122, 0, NA, NA, 0, 0, 0.01, 0.132
chuffed, 003, 0055, NA, NA, 0, 0, 0.097, 0, NA, 0, 0, 0, 0.003, 0.1
kissat, 003, 0055, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0055, NA, NA, 0, 0, 0.107, 0, NA, NA, 0, 0, 0.009, 0.11599999999999999
chuffed, 003, 0056, NA, NA, 0, 0, 0.089, 0, NA, 0, 0, 0, 0.003, 0.092
kissat, 003, 0056, 21, 0, 0, 0, 0.121, NA, 0, 0, 0, 0, 0.00, 0.121
or-tools, 003, 0056, NA, NA, 0, 0, 0.102, 0, NA, NA, 0, 0, 0.012, 0.11399999999999999
chuffed, 003, 0057, NA, NA, 0, 0, 0.099, 0, NA, 0, 0, 0, 0.003, 0.10200000000000001
kissat, 003, 0057, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0057, NA, NA, 0, 0, 0.098, 0, NA, NA, 0, 0, 0.012, 0.11
chuffed, 003, 0058, NA, NA, 0, 0, 0.1, 0, NA, 0, 0, 0, 0.002, 0.10200000000000001
kissat, 003, 0058, 21, 0, 0, 0, 0.107, NA, 0, 0, 0, 0, 0.00, 0.107
or-tools, 003, 0058, NA, NA, 0, 0, 0.103, 0, NA, NA, 0, 0, 0.013, 0.11599999999999999
chuffed, 003, 0059, NA, NA, 0, 0, 0.095, 0, NA, 0, 0, 0, 0.004, 0.099
kissat, 003, 0059, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0059, NA, NA, 0, 0, 0.095, 0, NA, NA, 0, 0, 0.013, 0.108
chuffed, 003, 0060, NA, NA, 0, 0, 0.103, 0, NA, 0, 0, 0, 0.003, 0.106
kissat, 003, 0060, 21, 0, 0, 0, 0.111, NA, 0, 0, 0, 0, 0.00, 0.111
or-tools, 003, 0060, NA, NA, 0, 0, 0.099, 0, NA, NA, 0, 0, 0.011, 0.11
chuffed, 003, 0061, NA, NA, 0, 0, 0.093, 0, NA, 0, 0, 0, 0.003, 0.096
kissat, 003, 0061, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0061, NA, NA, 0, 0, 0.098, 0, NA, NA, 0, 0, 0.015, 0.113
chuffed, 003, 0062, NA, NA, 0, 0, 0.094, 0, NA, 0, 0, 0, 0.003, 0.097
kissat, 003, 0062, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0062, NA, NA, 0, 0, 0.11, 0, NA, NA, 0, 0, 0.016, 0.126
chuffed, 003, 0063, NA, NA, 0, 0, 0.092, 0, NA, 0, 0, 0, 0.003, 0.095
kissat, 003, 0063, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0063, NA, NA, 0, 0, 0.129, 0, NA, NA, 0, 0, 0.016, 0.14500000000000002
chuffed, 003, 0064, NA, NA, 0, 0, 0.097, 0, NA, 0, 0, 0, 0.003, 0.1
kissat, 003, 0064, 21, 0, 0, 0, 0.106, NA, 0, 0, 0, 0, 0.00, 0.106
or-tools, 003, 0064, NA, NA, 0, 0, 0.122, 0, NA, NA, 0, 0, 0.018, 0.13999999999999999
chuffed, 003, 0065, NA, NA, 0, 0, 0.111, 0, NA, 0, 0, 0, 0.003, 0.114
kissat, 003, 0065, 21, 0, 0, 0, 0.103, NA, 0, 0, 0, 0, 0.00, 0.103
or-tools, 003, 0065, NA, NA, 0, 0, 0.121, 0, NA, NA, 0, 0, 0.019, 0.13999999999999999
chuffed, 003, 0066, NA, NA, 0, 0, 0.107, 0, NA, 0, 0, 0, 0.003, 0.11
kissat, 003, 0066, 21, 0, 0, 0, 0.104, NA, 0, 0, 0, 0, 0.00, 0.104
or-tools, 003, 0066, NA, NA, 0, 0, 0.115, 0, NA, NA, 0, 0, 0.019, 0.134
chuffed, 003, 0067, NA, NA, 0, 0, 0.099, 0, NA, 0, 0, 0, 0.003, 0.10200000000000001
kissat, 003, 0067, 21, 0, 0, 0, 0.119, NA, 0, 0, 0, 0, 0.00, 0.119
